0	1
ADD(0.5*MAX(Levenshtein(, b.rdfs:label), Levenshtein(a.foaf:name, b.rdfs:label), Levenshtein(a.rdfs:label, b.rdfs:label)), 0.5*MAX(WGS84(a.wgs84:lat, b.openei:Property-3ACoordinates)))	The link will be generated if the labels of the source and target have a weighted average Levenshtein distance of 0.5, with the maximum distance between the source's label and the target's label, and the maximum distance between the source's name and the target's label, or the coordinates of the source and the target have a weighted average WGS84 distance of 0.5.
average(max(levenshtein(b.rdfs:label,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.rdfs:label,a.foaf:name|0.90),levenshtein(b.rdfs:label,a.rdfs:label|0.90)),max(wgs84(b.openei:Property-3ACoordinates,a.wgs84:lat/wgs84:long|0.90)))	The link will be generated if the label of the source has maximum Levenshtein Distance with the label of the target's redirects, name, or itself, or if the coordinates of the source and the target have minimum WGS84 similarity.
MAX(Jaro(a.dbpedia-owl:author.foaf:name, b.foaf:name))	The link will be generated if the names of the author of the source and the author of the target have maximum Jaro similarity.
max(jaro(b.foaf:name,a.dbpedia-owl:author|0.90))	The link will be generated if the names of the source and target have maximum jaro similarity with a threshold of 0.90.
MAX(Levenshtein(, b.rdfs:label), Levenshtein(a.foaf:name, b.rdfs:label), Levenshtein(a.rdfs:label, b.rdfs:label), Levenshtein(, b.sider:sideEffectName), Levenshtein(a.foaf:name, b.sider:sideEffectName), Levenshtein(a.rdfs:label, b.sider:sideEffectName))	The link will be generated if the labels of the source and target have maximum Levenshtein distance with any of the following: the target's label, the target's name, the source's label, the target's side effect name, the source's name, or the source's label.
max(levenshtein(b.rdfs:label,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.rdfs:label,a.foaf:name|0.90),levenshtein(b.rdfs:label,a.rdfs:label|0.90),levenshtein(b.sider:sideEffectName,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.sider:sideEffectName,a.foaf:name|0.90),levenshtein(b.sider:sideEffectName,a.rdfs:label|0.90))	The link will be generated if the labels of the source and the target have maximum levenshtein Distance, considering the options from dbpedia:wikiPageRedirects, foaf:name, rdfs:label, sider:sideEffectName, or the similarity is above 0.90.
MAX(trigrams(a.rdfs:label, b.stitch:organism.rdfs:label))	The link will be generated if the labels of the source and the target have maximum trigrams similarity.
max(jaroWinkler(b.stitch:organism,a.rdfs:label|0.90))	The link will be generated if the organism name of the source has maximum Jaro-Winkler similarity with the label of the target, with a threshold of 0.90.
MAX(Jaro(a.dc:title, b.foaf:name))	The link will be generated if the title of the source and the name of the target have maximum Jaro similarity.
max(jaro(b.foaf:name,a.dc:title|0.90))	The link will be generated if the names of the source and target have maximum Jaro similarity with a threshold of 0.90.
jaroWinkler(b.dc:creator,a.foaf:name|0.98)	The link will be generated if the creator of the source and the name of the target have Jaro-Winkler similarity of at least 0.98.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.geonames:name|0.9),jaro(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and target have an average distance of 0.9 kilometers, or the names of the source and target have a jaro similarity of at least 0.9.
average(equality(b.rail:crs,a.naptan:crsRef|0.95))	The link will be generated if the CRS (Coordinate Reference System) of the rail and the CRS reference of the NAPTAN (National Public Transport Access Point) have an equality of at least 95%.
equality(b.rdfs:label,a.rdfs:label|0.0)	The link will be generated if the labels of the source and the target are equal.
average(equality(b.unnamed_2,a.unnamed_1|0.0))	The link will be generated if the unnamed attribute of the source and the unnamed attribute of the target are equal.
ADD(1*Levenshtein(a.eunis:binomialName, b.geospecies:hasCanonicalName))	The link will be generated if the binomial name of the source entity matches the canonical name of the target entity.
average(levenshtein(b.geospecies:hasCanonicalName,a.eunis:binomialName|0.97))	The link will be generated if the binomial name of the target (a.eunis:binomialName) has a Levenshtein distance of 0.97 or less from the canonical name of the source (b.geospecies:hasCanonicalName).
levenshteinDistance(b.rdfs:label,a.skos0:prefLabel|0.0)	The link will be generated if the label of the source and the preferred label of the target have a minimum levenshtein Distance.
equality(b.skos0:prefLabel,a.rdfs:label|0.0)	The link will be generated if the preferred label of the source and the label of the target are equal.
average(levenshtein(b.foaf:name,a.foaf:name|0.92))	The link will be generated if the names of the source and target have an average Levenshtein distance of 0.92.
average(jaccard(b.rdfs:label,a.rdfs:label|0.1))	The link will be generated if the labels of the source and target have a jaccard similarity of at least 0.1.
ADD(1*Levenshtein(a.foaf:name, b.foaf:name))	The link will be generated if the names of the source and target have a maximum Levenshtein distance of 1.
average(jaccard(b.dcterms:partOf,a.rdfs:label|0.5))	The link will be generated if the part-of relationship between the source and the target has a jaccard similarity with the label of the target of at least 0.5.
ADD(1*Levenshtein(a.rdfs:label, b.akt:has-title))	The link will be generated if the labels of the source and the target have a maximum Levenshtein distance of 1.
average(levenshtein(b.akt:has-title,a.rdfs:label|0.7))	The link will be generated if the titles of the source and target have an average Levenshtein distance of 0.7 or less.
average(levenshtein(b.akt:full-name,a.foaf:name|0.8))	The link will be generated if the full name of the source and the name of the target have an average Levenshtein distance of 0.8 or less.
ADD(1*Levenshtein(a.rdfs:label, b.rdfs:label))	The link will be generated if the labels of the source and target have a Levenshtein distance of 1.
average(levenshtein(b.rdfs:label,a.rdfs:label|0.7))	The link will be generated if the labels of the source and target have an average levenshtein distance of at least 0.7.
ADD(0.5*MAX(Jaro(a.geonames:name, b.rdfs:label), Jaro(a.geonames:alternateName, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the name of the source and the label of the target have at least 50% Jaro similarity, or the latitudes of the source and the target are similar according to WGS84.
ADD(0.5*MAX(Jaro(a.geonames:alternateName, b.rdfs:label), Jaro(a.geonames:name, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the alternate name of the source and the label of the target have at least 50% Jaro similarity or the latitudes of the source and the target are similar within a 0.5*WGS84 distance.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.geonames:alternateName|0.9),jaro(b.rdfs:label,a.geonames:name|0.9)))	The link will be generated if the coordinates of the source and target have an average similarity of at least 0.9, or the labels of the source and target have a maximum jaro similarity of at least 0.9, considering both the alternate name and name of the target.
MAX(Levenshtein(a.linkedct:location_facility.linkedct:facility_address.linkedct:address_country.rdfs:label, countryname.rdfs:label))	The link will be generated if the country name in the facility address of the source and the country name in the target have maximum Levenshtein Distance.
max(levenshtein(a.linkedct:location_facility,countryname.rdfs:label|0.95))	The link will be generated if the location facility of the source has a levenshtein distance of at most 0.95 with the label of the target country.
MAX((diseasename.rdfs:label, b.rdfs:label))	The link will be generated if the disease name and the label of the target have maximum similarity.
max(levenshtein(b.rdfs:label,diseasename.rdfs:label|0.95))	The link will be generated if the labels of the source and the target have maximum Levenshtein similarity with a threshold of 0.95.
MIN(Trigram(countryname.rdfs:label, b.dc:title))	The link will be generated if the country name has a minimum trigram similarity with the title.
min(qGrams(b.dc:title,countryname.rdfs:label|0.8))	The link will be generated if the title of the source has a minimum qGrams similarity of 0.8 with the label of the target country.
MAX(Levenshtein(a.linkedct:country_country_name, b.dc:title))	The link will be generated if the country name of the source and the title of the target have maximum Levenshtein Distance.
max(levenshtein(b.dc:title,a.linkedct:country_country_name|0.8))	The link will be generated if the title of the source has a maximum levenshtein Distance of 0.8 with the country name of the target.
max(levenshtein(b.dc:title,a.rdfs:label|0.70))	The link will be generated if the title of the source has a minimum levenshtein distance of 0.70 with the label of the target.
ADD(1*Levenshtein(a.dbp:iata, b.lgdp:iata))	The link will be generated if the IATA codes of the source and the target have a Levenshtein distance of 1.
average(levenshtein(b.lgdp:iata,a.dbp:iata|0.8))	The link will be generated if the IATA codes of the source and target have an average Levenshtein distance of 0.8 or less.
MAX(Levenshtein(, b.lgdp:country_code_iso3166_1_alpha_2))	The link will be generated if the labels of the source and the target have maximum Levenshtein Distance or the country code of the source and the target have the same ISO 3166-1 alpha-2 code.
max(levenshtein(b.lgdp:country_code_iso3166_1_alpha_2,a.factbook:internetcountrycode|0.8))	The link will be generated if the country code of the source and the internet country code of the target have a maximum levenshtein distance of 0.8.
MAX(MAX(Trigram(a.fao:nameList, b.rdfs:label)), MAX(Trigram(a.fao:nameShort, b.rdfs:label)), MAX(Trigram(a.fao:nameOfficial, b.rdfs:label)))	The link will be generated if the name of the source has maximum trigram similarity with any of the labels of the target.
max(max(qGrams(b.rdfs:label,a.fao:nameList|0.9)),max(qGrams(b.rdfs:label,a.fao:nameShort|0.9)),max(qGrams(b.rdfs:label,a.fao:nameOfficial|0.9)))	The link will be generated if the label of the source has maximum similarity with any of the name types (full, short, official) of the target.
ADD(1*trigrams(a.rdfs:label, b.rdfs:label))	The link will be generated if the labels of the source and target have a trigram similarity of at least 1.
average(jaroWinkler(b.rdfs:label,a.rdfs:label|0.70))	The link will be generated if the labels of the source and target have an average Jaro-Winkler similarity of at least 0.70.
ADD(0.5*Equality(a.rdfs:label, b.rdfs:label), 0.5*WGS84(a.geo:lat, b.geo:lat))	The link will be generated if the labels of the source and target have at least 50% similarity or the latitude coordinates of the source and target are equal.
average(equality(b.rdfs:label,a.rdfs:label|0.90),wgs84(b.geo:lat/geo:long,a.geo:lat/geo:long|0.90))	The link will be generated if the labels of the source and target have at least 90% equality or the geographic coordinates of the source and target have at least 90% similarity.
average(jaroWinkler(b.geonames:name,a.rdfs:label|0.90),wgs84(b.geo:lat/geo:long,a.geo:lat/geo:long|0.90))	The link will be generated if the names of the source and target have maximum Jaro-Winkler similarity or the geographic coordinates of the source and target have minimum wgs84 similarity.
average(equality(b.rdfs:label,a.rdfs:label|0.80),wgs84(b.geo:lat/geo:long,a.geo:lat/geo:long|0.80))	The link will be generated if the labels of the source and target have at least 80% equality or the coordinates of the source and target have at least 80% similarity.
average(jaro(b.rdfs:label,a.rdfs:label|0.90))	The link will be generated if the labels of the source and the target have a jaro similarity of at least 0.90.
ADD(0.5*MAX(trigrams(b.rdfs:label, a\owl:sameAs.rdfs:label)), 0.5*Equality(a.whois:born, b.dcterms:subject))	The link will be generated if the labels of the source and the target have at least 50% trigrams similarity or the birth information of the source matches the subject of the target.
average(equality(b.dcterms:subject,a.whois:born|0.80),max(jaroWinkler(b.rdfs:label,a.owl:sameAs|0.80)))	The link will be generated if the subject of the source has a high degree of equality with the birthplace of the target or the label of the source has a high degree of jaroWinkler similarity with the sameAs value of the target.
average(jaroWinkler(b.rdfs:label,a.rdfs:label|0.95),equality(b.dcterms:creator,a.dcterms:creator|0.95))	The link will be generated if the labels of the source and target have a Jaro-Winkler similarity of at least 0.95 or the creators of the source and target are equal.
average(jaroWinkler(b.rdfs:label,a.rdfs:label|0.95))	The link will be generated if the labels of the source and the target have an average Jaro-Winkler similarity of at least 0.95.
average(levenshtein(b.rdfs:label,a.rdfs:label|0.9))	The link will be generated if the labels of the source and the target have average levenshtein distance of 0.9 or less.
equality(b.http://xmlns.com/foaf/0.1/page>,a.http://www.w3.org/2004/02/skos/core#definition>|0.0)	The link will be generated if the HTTP page of the source is equal to the definition of the target.
max(jaro(b.rdfs:label,a.dbpedia-prop:wikiPageRedirects|0.95),jaroWinkler(b.rdfs:label,a.rdfs:label|0.95))	The link will be generated if the labels of the source and the target have maximum Jaro similarity or the labels of the source and the target have maximum Jaro-Winkler similarity.
jaroWinkler(b.rdfs:label,a.foaf:name|0.9)	The link will be generated if the labels of the source and target have a Jaro-Winkler similarity score of at least 0.9.
average(equality(b.rdfs:label,a.rdfs:label|0.85))	The link will be generated if the labels of the source and target have a similarity of at least 0.85.
ADD(1*Equality(a.naptan:crsRef, b.rail:crs))	The link will be generated if the CRS reference of the source's Naptan and the CRS of the target's Rail are equal.
average(equality(b.skos:notation,a.dgadmingeo:standardCode|0.95))	The link will be generated if the SKOS notation of the source and the standard code of the target have an equality with a confidence of at least 0.95.
average(equality(b.admingeo:hasCensusCode,a.traffic:countPointDistrict|0.90))	The link will be generated if the census code of the source (b.admingeo) is equal to the count point district of the target (a.traffic) with a minimum similarity of 0.9.
average(equality(b.skos:notation,a.dgadmingeo:district|0.95))	The link will be generated if the SKOS notation of the source and the district notation of the target have a similarity score of at least 0.95.
