0	1
ADD(0.5*MAX(Jaro(a.rdfs:label, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the similarity between the labels of the source and target is at least 50% (based on Jaro similarity) or if the latitudes of the source and target are at least 50% similar (based on WGS84).
ADD(0.5*MAX(Jaro(a.geonames:name, b.rdfs:label), Jaro(a.geonames:alternateName, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the name of the source and the label of the target have at least 50% Jaro similarity, or the latitudes of the source and the target have a distance of at most 0.5.
ADD(0.5*MAX(Jaro(a.geonames:name, b.rdfs:label), Jaro(a.geonames:alternateName, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the name or alternate name of the source matches the label of the target at least 50% or the latitudes of the source and target are similar.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(levenshtein(b.rdfs:label,a.geonames:name|0.9),levenshtein(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and the target have minimum wgs84 distance of 0.9 degrees, or the labels of the source and the target have minimum levenshtein distance of 0.9.
average(jaroWinkler(b.geonames:name,a.rdfs:label|0.90),wgs84(b.geo:lat/geo:long,a.geo:lat/geo:long|0.90))	The link will be generated if the names of the source and target have maximum Jaro-Winkler similarity or the geographic coordinates of the source and target have minimum wgs84 similarity.
max(jaro(b.dbpprop:cctld,a.lgdp:country|0.90))	The link will be generated if the country codes of the source and target have a jaro similarity of at least 0.90.
ADD(0.5*MAX(Levenshtein(a.foaf:name, b.geonames:alternateName), Levenshtein(a.foaf:name, b.geonames:name), Levenshtein(a.dbpedia-prop:name, b.geonames:name), Levenshtein(a.dbpedia-prop:name, b.geonames:alternateName), Levenshtein(a.rdfs:label, b.geonames:name), Levenshtein(a.rdfs:label, b.geonames:alternateName), Levenshtein(, b.geonames:name), Levenshtein(, b.geonames:alternateName)), 0.5*MAX(WGS84(a.wgs84:lat, b.wgs84:lat)))	The link will be generated if the names of the source and target have at least 50% similarity based on Levenshtein distance, considering multiple name fields, or if the latitude coordinates of the source and target are within 50% of each other.
MAX(Levenshtein(a.linkedct:country_country_name, b.dc:title))	The link will be generated if the country name of the source and the title of the target have maximum Levenshtein Distance.
average(wgs84(b.geo:lat/geo:long,a.geo:lat/geo:long|0.85))	The link will be generated if the latitude and longitude of the source and target are similar within a tolerance of 0.85.
ADD(0.5*MAX(Levenshtein(a.foaf:name, b.geonames:alternateName), Levenshtein(a.foaf:name, b.geonames:name), Levenshtein(a.dbpedia-prop:name, b.geonames:name), Levenshtein(a.dbpedia-prop:name, b.geonames:alternateName), Levenshtein(a.rdfs:label, b.geonames:name), Levenshtein(a.rdfs:label, b.geonames:alternateName), Levenshtein(, b.geonames:name), Levenshtein(, b.geonames:alternateName)), 0.5*MAX(WGS84(a.wgs84:lat, b.wgs84:lat)))	The link will be generated if the names of the source and the target have a maximum Levenshtein distance of 0.5 or the latitude coordinates of the source and the target have a maximum WGS84 distance of 0.5.
average(levenshtein(b.lgdp:iata,a.dbp:iata|0.8))	The link will be generated if the IATA codes of the source and target have an average Levenshtein distance of 0.8 or less.
max(levenshtein(b.rdfs:label,a.dbpedia:wikiPageRedirects|0.95),levenshtein(b.rdfs:label,a.foaf:name|0.95),levenshtein(b.rdfs:label,a.rdfs:label|0.95))	The link will be generated if the label of the source has maximum levenshtein distance with the label of the target, or with the name of the target, or with its own label, with a minimum threshold of 0.95.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.geonames:name|0.9),jaro(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the latitude and longitude of the source and target have average similarity of at least 0.9 or the label of the source and the name or alternate name of the target have maximum Jaro similarity of at least 0.9.
ADD(1*trigrams(a.rdfs:label, b.rdfs:label))	The link will be generated if the labels of the source and the target have a trigram similarity of at least 1.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.rdfs:label|0.9)))	The link will be generated if the geographical coordinates of the source and target have a minimum distance of 0.9 kilometers, or the labels of the source and target have a maximum jaro similarity of 0.9.
average(wgs84(b.geo:lat/geo:long,a.geo:lat/geo:long|0.85))	The link will be generated if the geographic coordinates of the source and target have a minimum distance of 0.85 degrees according to the WGS84 spatial reference system.
average(jaro(b.rdfs:label,a.rdfs:label|0.90))	The link will be generated if the labels of the source and the target have a jaro similarity of at least 0.90.
max(jaro(b.rdfs:label,a.rdfs:label|0.90))	The link will be generated if the labels of the source and the target have maximum jaro similarity with a threshold of 0.90.
average(wgs84(b.geo:lat/geo:long,a.geo:lat/geo:long|0.95))	The link will be generated if the geographical coordinates of the source and target are within a distance of 0.95 degrees latitude or longitude.
average(max(levenshtein(b.geonames:name,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.geonames:alternateName,a.foaf:name|0.90),levenshtein(b.geonames:name,a.foaf:name|0.90),levenshtein(b.geonames:alternateName,a.rdfs:label|0.90),levenshtein(b.geonames:name,a.rdfs:label|0.90),levenshtein(b.geonames:alternateName,a.dbpedia:wikiPageRedirects|0.90)),max(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.90)))	The link will be generated if the names of the source and target have average minimum levenshtein Distance among the given name types, or the coordinates of the source and target have maximum wgs84 similarity.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(levenshtein(b.rdfs:label,a.geonames:name|0.9),levenshtein(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and target have average similarity of at least 0.9, or the labels of the source and target have at least 0.9 similarity in terms of levenshtein distance.
max(levenshtein(b.geonames:alternateName,a.foaf:name|0.90),levenshtein(b.geonames:name,a.foaf:name|0.90),levenshtein(b.geonames:name,a.dbpedia-prop:name|0.90),levenshtein(b.geonames:alternateName,a.dbpedia-prop:name|0.90),levenshtein(b.geonames:name,a.rdfs:label|0.90),levenshtein(b.geonames:alternateName,a.rdfs:label|0.90),levenshtein(b.geonames:name,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.geonames:alternateName,a.dbpedia:wikiPageRedirects|0.90))	The link will be generated if the names of the source and the target have maximum Levenshtein distance similarity, considering the alternate name, name, and labels from Geonames, FOAF, DBpedia, and RDFS, with a threshold of 0.90.
max(qGrams(b.rdfs:label,a.rdfs:label|0.1))	The link will be generated if the labels of the source and the target have maximum q-gram similarity with a threshold of 0.1.
average(max(levenshtein(b.geonames:name,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.geonames:alternateName,a.foaf:name|0.90),levenshtein(b.geonames:name,a.foaf:name|0.90),levenshtein(b.geonames:alternateName,a.rdfs:label|0.90),levenshtein(b.geonames:name,a.rdfs:label|0.90),levenshtein(b.geonames:alternateName,a.dbpedia:wikiPageRedirects|0.90)),max(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.90)))	The link will be generated if the names of the source and target have maximum Levenshtein similarity, or their alternate names have maximum similarity, or their FOAF names have maximum similarity, or their RDFS labels have maximum similarity, or their DBPedia wiki page redirects have maximum similarity, and the coordinates of the source and target have maximum WGS84 similarity.
average(max(levenshtein(b.rdfs:label,a.rdfs:label|0.95),levenshtein(b.rdfs:label,a.dbpedia-prop:redirect|0.95),levenshtein(b.rdfs:label,a.dbpedia-prop:name|0.95),levenshtein(b.foaf:name,a.rdfs:label|0.95),levenshtein(b.foaf:name,a.dbpedia-prop:redirect|0.95),levenshtein(b.foaf:name,a.dbpedia-prop:name|0.95)),max(equality(b.foaf:homepage,a.foaf:homepage|0.95),levenshtein(b.mo:wikipedia,a.foaf:page|0.95),levenshtein(b.foaf:maker,a.dbpedia-owl:artist|0.95)))	The link will be generated if the labels of the source and target have maximum levenshtein Distance, or the target's label matches the redirect, name, or redirect name of the source, or the source's name matches the label, redirect, or name of the target, or the source's homepage matches the target's homepage, or the target's Wikipedia page has a similar levenshtein Distance to the source's FOAF page, or the target's artist matches the source's DBpedia artist.
MAX(Jaro(a.rdfs:label, b.akt:full-name))	The link will be generated if the labels of the source and the target have maximum Jaro similarity.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.rdfs:label|0.9)))	The link will be generated if the coordinates of the source and target have average minimum wgs84 distance or the labels of the source and target have maximum jaro similarity.
average(max(equality(b.rdfs:label,a.rdfs:label|0.80)),average(wgs84(b.geo:lat/geo:long,a.geo:lat/geo:long|0.80)))	The link will be generated if the labels of the source and the target have at least 80% equality or the latitude and longitude coordinates of the source and the target have an average distance of at least 80% in WGS84.
MAX(Levenshtein(, b.rdfs:label), Levenshtein(a.foaf:name, b.rdfs:label), Levenshtein(a.rdfs:label, b.rdfs:label))	The link will be generated if the labels of the source and the target have maximum Levenshtein distance or the name of the source and the label of the target have maximum Levenshtein distance or the label of the source and the target have maximum Levenshtein distance.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.rdfs:label|0.9)))	The link will be generated if the coordinates of the source and target have a minimum wgs84 distance of 0.9 or the labels of the source and target have a maximum jaro similarity of 0.9.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(levenshtein(b.rdfs:label,a.geonames:name|0.9),levenshtein(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and target are within 0.9 degrees of each other, or the labels of the source and target have a minimum levenshtein Distance of 0.9.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.geonames:name|0.9),jaro(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the geographical coordinates of the source and target are within 0.9 degrees of each other or their labels have a maximum Jaro similarity of 0.9.
average(levenshtein(b.rdfs:label,a.rdfs:label|0.95),levenshtein(b.foaf:made,a.dbpedia-owl:director|0.95))	The link will be generated if the labels of the source and target have a minimum Levenshtein distance of 0.95 or the director of the source and the director of the target have a minimum Levenshtein distance of 0.95.
ADD(0.5*MAX(Jaro(a.geonames:name, b.rdfs:label), Jaro(a.geonames:alternateName, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the names of the source and target have at least 50% Jaro similarity or the latitudes of the source and target are close according to WGS84.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.geonames:name|0.9),jaro(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and the target have average wgs84 distance within 0.9 units, or the labels of the source and the target have maximum jaro similarity.
average(wgs84(b.geo:geometry,a.geo:geometry|0.9),max(jaro(b.rdfs:label,a.rdfs:label|0.9)))	The link will be generated if the spatial proximity of the source and target, based on their geometric coordinates, is above 0.9 or their labels have a jaro similarity above 0.9.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.geonames:name|0.9),jaro(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and target have average proximity within 0.9 kilometers or the labels of the source and target have maximum jaro similarity or the alternate name of the target has maximum jaro similarity with the label of the source.
max(levenshtein(b.rdfs:label,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.rdfs:label,a.foaf:name|0.90),levenshtein(b.rdfs:label,a.rdfs:label|0.90),levenshtein(b.drugbank:genericName,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.drugbank:genericName,a.foaf:name|0.90),levenshtein(b.drugbank:genericName,a.rdfs:label|0.90))	The link will be generated if the labels of the source and target have maximum Levenshtein distance similarity with a threshold of 0.90, considering the following sources: rdfs:label, dbpedia:wikiPageRedirects, foaf:name, and rdfs:label for the source, and drugbank:genericName, dbpedia:wikiPageRedirects, and rdfs:label for the target.
ADD(0.5*MAX(Jaro(a.geonames:name, b.rdfs:label), Jaro(a.geonames:alternateName, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the names of the source and target have at least 50% jaro similarity or the latitudes of the source and target have similar WGS84 coordinates.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.geonames:name|0.9),jaro(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the geographic coordinates of the source and the target have a minimum distance of 0.9 kilometers or the labels of the source and the target have a maximum jaro similarity or the alternate name of the target is similar to the label of the source.
average(max(levenshtein(b.rdfs:label,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.rdfs:label,a.rdfs:label|0.90)),max(levenshtein(b.linkedct:address_city,a.dbpedia-prop:subdivisionName|0.90)))	The link will be generated if the label of the source and the label of the target (after redirect) have maximum levenshtein Distance or the city of the source and the subdivision name of the target have maximum levenshtein Distance.
ADD(0.5*MAX(Jaro(a.geonames:name, b.rdfs:label), Jaro(a.geonames:alternateName, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the name of the source and the label of the target have at least 50% jaro similarity or the latitude of the source and the target have similar WGS84 coordinates.
max(jaro(b.foaf:name,a.dc:title|0.90))	The link will be generated if the names of the source and target have maximum Jaro similarity with a threshold of 0.90.
ADD(0.5*MAX(Jaro(b.rdfs:label, a\dbpedia-prop:wikiPageRedirects.rdfs:label), trigrams(a.rdfs:label, b.rdfs:label)), 0.5*MAX(trigrams(, ), trigrams(b.rdfs:label, a\dbpedia-prop:coordinator.rdfs:label)))	The link will be generated if the labels of the source and the target have at least 50% Jaro similarity or the labels of the source and the coordinator of the target have at least 50% trigrams similarity.
max(levenshtein(a.linkedct:location_facility,countryname.rdfs:label|0.95))	The link will be generated if the location facility of the source has a levenshtein distance of at most 0.95 with the label of the target country.
average(jaccard(b.dcterms:partOf,a.rdfs:label|0.5))	The link will be generated if the part-of relationship between the source and the target has a jaccard similarity with the label of the target of at least 0.5.
ADD(0.5*MAX(Jaro(a.geonames:name, b.rdfs:label), Jaro(a.geonames:alternateName, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the names of the source and target have at least 50% Jaro similarity or the latitudes of the source and target have at least 50% WGS84 similarity.
MAX(Levenshtein(, b.lgdp:country_code_iso3166_1_alpha_2))	The link will be generated if the labels of the source and the target have maximum Levenshtein Distance or the country code of the source and the target have the same ISO 3166-1 alpha-2 code.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(levenshtein(b.rdfs:label,a.geonames:name|0.9),levenshtein(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the geographic locations of the source and target have a minimum wgs84 distance of 0.9 degrees or the labels of the source and target have a minimum levenshtein distance of 0.9.
ADD(0.5*MAX(Jaro(a.geonames:name, b.rdfs:label), Jaro(a.geonames:alternateName, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the name of the source and the label of the target have at least 50% Jaro similarity or the latitudes of the source and the target are similar.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(levenshtein(b.rdfs:label,a.geonames:name|0.9),levenshtein(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and the target are similar (within 0.9) or the labels of the source and the target have a minimum levenshtein distance (0.9).
max(levenshtein(b.rdfs:label,a.dbpedia:wikiPageRedirects|0.95),levenshtein(b.rdfs:label,a.foaf:name|0.95),levenshtein(b.rdfs:label,a.rdfs:label|0.95))	The link will be generated if the labels of the source and the target have maximum levenshtein Distance, with weights given to the labels from wikiPageRedirects, foaf:name, and rdfs:label, respectively.
ADD(0.5*MAX(Jaro(a.geonames:alternateName, b.rdfs:label), Jaro(a.geonames:name, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the alternate name of the source and the label of the target have at least 50% Jaro similarity or the latitudes of the source and the target are similar within a 0.5*WGS84 distance.
average(equality(b.rdfs:label,a.rdfs:label|0.90),wgs84(b.geo:lat/geo:long,a.geo:lat/geo:long|0.90))	The link will be generated if the labels of the source and target have at least 90% equality or the geographic coordinates of the source and target have at least 90% similarity.
average(levenshtein(b.foaf:name,a.foaf:name|0.92))	The link will be generated if the names of the source and the target have an average Levenshtein Distance of at most 0.92.
max(levenshtein(b.rdfs:label,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.rdfs:label,a.foaf:name|0.90),levenshtein(b.rdfs:label,a.rdfs:label|0.90))	The link will be generated if the label of the source has a maximum levenshtein Distance to the label of the target, with a threshold of 0.9, considering the redirect page, name, or original label of the target.
max(levenshtein(b.rdfs:label,a.dbpedia:wikiPageRedirects|0.95),levenshtein(b.rdfs:label,a.foaf:name|0.95),levenshtein(b.rdfs:label,a.rdfs:label|0.95))	The link will be generated if the label of the source and the label of the target have maximum Levenshtein similarity, or the label of the source and the name of the target have maximum Levenshtein similarity, or the label of the source and the label of the target have maximum Levenshtein similarity.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(levenshtein(b.rdfs:label,a.geonames:name|0.9),levenshtein(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and the target have a similarity of at least 0.9, or the labels of the source and the target have a minimum levenshtein Distance, or the alternate name of the target has a minimum levenshtein Distance from the label of the source.
max(qGrams(b.rdfs:label,a.rdfs:label|0.1))	The link will be generated if the q-grams of the labels of the source and the target have maximum similarity.
max(levenshtein(b.rdfs:label,a.dbpedia:wikiPageRedirects|0.90),levenshtein(b.rdfs:label,a.foaf:name|0.90),levenshtein(b.rdfs:label,a.rdfs:label|0.90))	The link will be generated if the label of the source and the label of the target, or the name of the target, or the label of the target, have a minimum levenshtein distance of 0.9.
ADD(0.5*MAX(Levenshtein(a.rdfs:label, b.rdfs:label), Levenshtein(, b.rdfs:label), Levenshtein(a.dbpedia-prop:title, b.rdfs:label), Levenshtein(a.rdfs:label, b.cordis:acronym), Levenshtein(, b.cordis:acronym), Levenshtein(a.dbpedia-prop:title, b.cordis:acronym), Levenshtein(a.dbpedia-prop:name, b.cordis:acronym)), 0.5*MAX(Equality(a.dbpedia-prop:website, b.foaf:page), Equality(a.dbpedia-prop:projectreference, b.cordis:reference), Equality(a.dbpedia-prop:projectreference, b.cordis:reference), Equality(a.dbpedia-prop:projectreference, b.cordis:reference), Equality(a.dbpedia-prop:projectreference, b.cordis:reference), Equality(a.dbpedia-prop:projectreference, b.cordis:reference), Equality(a.dbpedia-prop:projectreference, b.cordis:reference), Equality(a.dbpedia-prop:projectreference, b.cordis:reference), Equality(a.dbpedia-prop:projectreference, b.cordis:reference)))	The link will be generated if the labels of the source and target have at least 50% maximum Levenshtein Distance with any of the labels, titles, or acronyms of the target, and the website, project reference, or reference of the source and target are at least 50% identical.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.geonames:name|0.9),jaro(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and the target have average proximity (within 0.9 distance) or the labels of the source and the target have maximum jaro similarity, or the alternate name of the target matches the label of the source.
levenshteinDistance(b.rdfs:label,a.skos0:prefLabel|0.0)	The link will be generated if the labels of the source and the target have a Levenshtein Distance of 0.
average(equality(b.dcterms:subject,a.whois:born|0.80),max(jaroWinkler(b.rdfs:label,a.owl:sameAs|0.80)))	The link will be generated if the subject of the source has a high degree of equality with the birthplace of the target or the label of the source has a high degree of jaroWinkler similarity with the sameAs value of the target.
average(wgs84(b.geo:lat/geo:long,a.geo:lat/geo:long|0.80))	The link will be generated if the geographic coordinates of the source and target have a minimum average distance of 0.8 kilometers.
equality(b.http://xmlns.com/foaf/0.1/page>,a.http://www.w3.org/2004/02/skos/core#definition>|0.0)	The link will be generated if the HTTP page of the source is equal to the definition of the target.
ADD(0.5*MAX(Jaro(a.geonames:name, b.rdfs:label), Jaro(a.geonames:alternateName, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the names of the source and target have at least 50% Jaro similarity, or the latitudes of the source and target have at least 50% similarity according to WGS84.
ADD(0.5*MAX(Jaro(a.geonames:name, b.rdfs:label), Jaro(a.geonames:alternateName, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the names of the source and target have at least 50% Jaro similarity or the latitudes of the source and target are similar according to WGS84.
MAX(Levenshtein(, b.rdfs:label), Levenshtein(a.rdfs:label, b.rdfs:label))	The link will be generated if the labels of the source and the target have maximum Levenshtein Distance.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(levenshtein(b.rdfs:label,a.geonames:name|0.9),levenshtein(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and target are within 0.9 degrees apart or the labels of the source and target have a minimum levenshtein Distance of 0.9.
average(wgs84(b.geo:geometry,a.geo:geometry|0.9),max(jaro(b.rdfs:label,a.rdfs:label|0.9)))	The link will be generated if the coordinates of the source and the target have a minimum wgs84 distance of 0.9 or the labels of the source and the target have a maximum jaro similarity of 0.9.
max(qGrams(b.rdfs:label,a.rdfs:label|0.1))	The link will be generated if the labels of the source and the target have maximum q-gram similarity with a threshold of 0.1.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.rdfs:label|0.9)))	The link will be generated if the coordinates of the source and the target have average minimum wgs84 distance of 0.9 or the labels of the source and the target have maximum jaro similarity of 0.9.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.rdfs:label|0.9)))	The link will be generated if the geographical coordinates of the source and the target have an average distance of 0.9 kilometers or the labels of the source and the target have a jaro similarity of at least 0.9.
average(equality(b.dbpp:isbn,a.bibo:isbn10|0.95))	The link will be generated if the ISBN of the source and the ISBN10 of the target have a similarity of at least 0.95.
max(jaro(b.rdfs:label,a.dbpedia-owl:spokenIn|0.90))	The link will be generated if the labels of the source and target have maximum Jaro similarity or the spoken-in property of the target is highly likely (with a probability of 0.9) to be related to the label of the source.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.rdfs:label|0.9)))	The link will be generated if the coordinates of the source and the target have an average distance of 0.9 kilometers, or the labels of the source and the target have a jaro similarity of at least 0.9.
average(levenshtein(b.rdfs:label,a.rdfs:label|0.95),levenshtein(b.linkedmdb:producer,a.dbpedia-owl:producer|0.95))	The link will be generated if the labels of the source and target have a Levenshtein distance of 0.95 or less, or the producers of the source and target have a Levenshtein distance of 0.95 or less.
max(jaro(b.rdfs:label,a.rdfs:label|0.90))	The link will be generated if the labels of the source and the target have a Jaro similarity of at least 0.90.
average(wgs84(b.geo:lat/geo:long,a.geo:lat/geo:long|0.95))	The link will be generated if the geographic coordinates of the source and target are within a distance of 0.95 kilometers.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.rdfs:label|0.9)))	The link will be generated if the geographic coordinates of the source and target are within 0.9 distance units or the labels of the source and target have maximum jaro similarity.
ADD(0.5*MAX(Jaro(a.geonames:name, b.rdfs:label), Jaro(a.geonames:alternateName, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the name of the source and the label of the target have at least 50% Jaro similarity, or the latitudes of the source and the target are similar according to WGS84.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.geonames:name|0.9),jaro(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the distance between the coordinates of the source and the target is within 0.9 degrees or the labels of the source and the target have maximum jaro similarity, or the alternate name of the target has maximum jaro similarity with the label of the source.
ADD(0.5*Equality(a.rdfs:label, b.rdfs:label), 0.5*WGS84(a.geo:lat, b.geo:lat))	The link will be generated if the labels of the source and the target have 50% similarity or the latitudes of the source and the target have 50% similarity according to the WGS84 standard.
ADD(0.5*MAX(Jaro(a.geonames:name, b.rdfs:label), Jaro(a.geonames:alternateName, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the names of the source and target have at least 50% Jaro similarity or the latitudes of the source and target have a maximum WGS84 distance of 0.5.
ADD(1*Levenshtein(a.rdfs:label, b.akt:has-title))	The link will be generated if the labels of the source and the target have a maximum Levenshtein distance of 1.
ADD(1*Levenshtein(a.foaf:name, b.foaf:name))	The link will be generated if the names of the source and target have a Levenshtein distance of 1.
min(qGrams(b.dc:title,countryname.rdfs:label|0.8))	The link will be generated if the title of the source has a minimum qGrams similarity of 0.8 with the label of the target country.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(levenshtein(b.rdfs:label,a.geonames:name|0.9),levenshtein(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the geographic coordinates of the source and target have an average similarity of at least 0.9, or the labels of the source and target have a levenshtein distance of at most 0.9, or the alternate name of the target is similar to the label of the source.
ADD(0.5*MAX(Jaro(a.geonames:name, b.rdfs:label), Jaro(a.geonames:alternateName, b.rdfs:label)), 0.5*WGS84(a.wgs84:lat, b.wgs84:lat))	The link will be generated if the name of the source and the label of the target have at least 50% jaro similarity, or if the latitudes of the source and the target have a similar value.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.rdfs:label|0.9)))	The link will be generated if the geographical locations of the source and target have a minimum distance of 0.9 degrees or the labels of the source and target have a maximum Jaro similarity of 0.9.
average(wgs84(b.geo:geometry,a.geo:geometry|0.9),max(jaro(b.rdfs:label,a.rdfs:label|0.9)))	The link will be generated if the coordinates of the source and the target have a minimum distance of 0.9 (measured in WGS84) or the labels of the source and the target have a maximum jaro similarity of 0.9.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(levenshtein(b.rdfs:label,a.geonames:name|0.9),levenshtein(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the geographical locations of the source and the target have a minimum wgs84 distance of 0.9 degrees or the labels of the source and the target have a minimum levenshtein distance of 0.9.
average(wgs84(b.wgs84:lat/wgs84:long,a.wgs84:lat/wgs84:long|0.9),max(jaro(b.rdfs:label,a.geonames:name|0.9),jaro(b.rdfs:label,a.geonames:alternateName|0.9)))	The link will be generated if the coordinates of the source and the target are within 0.9 distance or the labels of the source and the target have maximum jaro similarity or the alternate name of the target is similar to the label of the source.
equality(b.skos0:prefLabel,a.rdfs:label|0.0)	The link will be generated if the preferred label of the source and the label of the target are equal.
average(max(levenshtein(b.rdfs:label,a.rdfs:label@en|0.95),levenshtein(b.rdfs:label,a.dbpedia-prop:redirect|0.95),levenshtein(b.rdfs:label,a.dbpedia-prop:name|0.95),levenshtein(b.foaf:name,a.rdfs:label@en|0.95),levenshtein(b.foaf:name,a.dbpedia-prop:redirect|0.95),levenshtein(b.foaf:name,a.dbpedia-prop:name|0.95)),max(equality(b.foaf:homepage,a.foaf:homepage|0.95),levenshtein(b.mo:wikipedia,a.foaf:page|0.95),levenshtein(b.foaf:maker,a.dbpedia-owl:artist|0.95)))	The link will be generated if the labels of the source and target have maximum Levenshtein distance similarity (considering English labels, redirect pages, and names) or their homepage URLs, Wikipedia pages, or creator/artist information have maximum similarity.
