0	1
AND(OR(AND(overlap(x.comment,y.workDescription)|0.0,OR(AND(qgrams(x.workDescription,y.workDescription)|1.0,caverphone1(x.comment,y.comment)|0.0)|0.0,qgrams(x.comment,y.workDescription)|1.0)|0.0)|0.0,caverphone1(x.workDescription,y.comment)|1.0)|0.0,AND(qgrams(x.comment,y.comment)|0.0,nysiis(x.comment,y.comment)|1.0)|1.0)	The link will be generated if the resource's comment of the source and the resource's workDescription of the target has a complete mismatch of Overlap similarity and the workDescription of the source and the target resources has an exact match of Qgrams similarity and the comment of the source and the target resources has a complete mismatch of Caverphone1 similarity or the resource's comment of the source and the resource's workDescription of the target has an exact match of Qgrams similarity or the resource's workDescription of the source and the resource's comment of the target has an exact match of Caverphone1 similarity and the comment of the source and the target resources has a complete mismatch of Qgrams similarity and the resource's comment of the source and the resource's iis(x.comment,y.comment of the target has an exact match of Nysiis similarity
OR(OR(matchrating(x.director,y.director)|0.82,jaccard(x.title,y.director)|0.25)|0.82,OR(Koeln(x.title,y.title)|0.82,matchrating(x.title,y.director)|0.25)|0.82)	The link will be generated if the director of the source and the target resources has an 82% of Matchrating similarity or the resource's title of the source and the resource's director of the target has a 25% of Jaccard similarity or the title of the source and the target resources has an 82% of Koeln similarity or the resource's title of the source and the resource's director of the target has a 25% of Matchrating similarity
OR(OR(OR(Koeln(x.comment,y.director)|0.45,OR(OR(matchrating(x.director,y.director)|0.25,refinedsoundex(x.comment,y.comment)|0.45)|0.45,matchrating(x.comment,y.director)|0.25)|0.45)|0.45,refinedsoundex(x.director,y.comment)|0.25)|0.45,OR(matchrating(x.comment,y.comment)|0.45,nysiis(x.comment,y.comment)|0.25)|0.25)	The link will be generated if the resource's comment of the source and the resource's director of the target has a 45% of Koeln similarity or the director of the source and the target resources has a 25% of Matchrating similarity or the resource's x.comment of the source and the resource's comment of the target has a 45% of Refinedsoundex similarity or the resource's comment of the source and the resource's director of the target has a 25% of Matchrating similarity or the resource's x.director of the source and the resource's comment of the target has a 25% of Refinedsoundex similarity or the comment of the source and the target resources has a 45% of Matchrating similarity or the resource's comment of the source and the resource's iis(x.comment,y.comment of the target has a 25% of Nysiis similarity
OR(OR(nysiis(x.comment,y.label)|0.82,OR(OR(matchrating(x.comment,y.label)|0.25,jaroWinkler(x.label,y.label)|0.82)|0.82,soundex(x.comment,y.label)|0.25)|0.82)|0.82,matchrating(x.label,y.label)|0.25)	The link will be generated if the resource's comment of the source and the resource's iis(x.comment,y.label of the target has an 82% of Nysiis similarity or the resource's comment of the source and the resource's label of the target has a 25% of Matchrating similarity or the label of the source and the target resources has an 82% of Jarowinkler similarity or the resource's x.comment of the source and the resource's label of the target has a 25% of Soundex similarity or the label of the source and the target resources has a 25% of Matchrating similarity
OR(levenshtein(x.firstName,y.firstName)|0.0,jaccard(x.firstName,y.director)|0.55)	The link will be generated if the firstName of the source and the target resources has a complete mismatch of Levenshtein similarity or the resource's firstName of the source and the resource's director of the target has a 55% of Jaccard similarity
AND(OR(AND(levenshtein(x.title,y.director)|0.82,OR(AND(trigrams(x.director,y.director)|0.25,doublemeta(x.title,y.title)|0.82)|0.82,trigrams(x.title,y.director)|0.25)|0.82)|0.82,doublemeta(x.director,y.title)|0.25)|0.82,AND(trigrams(x.title,y.title)|0.82,jaccard(x.title,y.title)|0.25)|0.25)	The link will be generated if the resource's title of the source and the resource's director of the target has an 82% of Levenshtein similarity and the director of the source and the target resources has a 25% of Trigrams similarity and the title of the source and the target resources has an 82% of Doublemeta similarity or the resource's title of the source and the resource's director of the target has a 25% of Trigrams similarity or the resource's director of the source and the resource's title of the target has a 25% of Doublemeta similarity and the title of the source and the target resources has an 82% of Trigrams similarity and a 25% of Jaccard similarity
AND(AND(jaroWinkler(x.comment,y.product)|0.0,AND(AND(matchrating(x.product,y.product)|0.55,ratcliff(x.comment,y.comment)|0.0)|0.0,matchrating(x.comment,y.product)|0.55)|0.0)|0.0,ratcliff(x.product,y.comment)|0.55)	The link will be generated if the resource's comment of the source and the resource's product of the target has a complete mismatch of Jarowinkler similarity and the product of the source and the target resources has a 55% of Matchrating similarity and the comment of the source and the target resources has a complete mismatch of Ratcliff similarity and the resource's comment of the source and the resource's product of the target has a 55% of Matchrating similarity and the resource's product of the source and the resource's comment of the target has a 55% of Ratcliff similarity
AND(OR(nysiis(x.comment,y.streetname)|0.82,AND(OR(qgrams(x.comment,y.streetname)|0.25,mongeElkan(x.streetname,y.streetname)|0.82)|0.82,doublemeta(x.comment,y.streetname)|0.25)|0.82)|0.82,qgrams(x.streetname,y.streetname)|0.25)	The link will be generated if the resource's comment of the source and the resource's iis(x.comment,y.streetname of the target has an 82% of Nysiis similarity or the resource's comment of the source and the resource's streetname of the target has a 25% of Qgrams similarity or the streetname of the source and the target resources has an 82% of Mongeelkan similarity and the resource's comment of the source and the resource's streetname of the target has a 25% of Doublemeta similarity and the streetname of the source and the target resources has a 25% of Qgrams similarity
OR(AND(nysiis(x.comment,y.director)|0.82,OR(AND(matchrating(x.comment,y.director)|0.55,overlap(x.director,y.director)|0.82)|0.82,refinedsoundex(x.comment,y.director)|0.55)|0.82)|0.82,matchrating(x.director,y.director)|0.55)	The link will be generated if the resource's comment of the source and the resource's iis(x.comment,y.director of the target has an 82% of Nysiis similarity and the resource's comment of the source and the resource's director of the target has a 55% of Matchrating similarity and the director of the source and the target resources has an 82% of Overlap similarity or the resource's x.comment of the source and the resource's director of the target has a 55% of Refinedsoundex similarity or the director of the source and the target resources has a 55% of Matchrating similarity
AND(OR(jaccard(x.title,y.label)|0.0,AND(OR(qgrams(x.title,y.label)|0.55,mongeElkan(x.label,y.label)|0.0)|0.0,caverphone1(x.title,y.label)|0.55)|0.0)|0.0,qgrams(x.label,y.label)|0.55)	The link will be generated if the resource's title of the source and the resource's label of the target has a complete mismatch of Jaccard similarity or a 55% of Qgrams similarity or the label of the source and the target resources has a complete mismatch of Mongeelkan similarity and the resource's title of the source and the resource's label of the target has a 55% of Caverphone1 similarity and the label of the source and the target resources has a 55% of Qgrams similarity
AND(OR(AND(Koeln(x.comment,y.authors)|0.45,OR(AND(matchrating(x.authors,y.authors)|0.25,daitchmokotoff(x.comment,y.comment)|0.45)|0.45,matchrating(x.comment,y.authors)|0.25)|0.45)|0.45,daitchmokotoff(x.authors,y.comment)|0.25)|0.45,AND(matchrating(x.comment,y.comment)|0.45,nysiis(x.comment,y.comment)|0.25)|0.25)	The link will be generated if the resource's comment of the source and the resource's author of the target has a 45% of Koeln similarity and the author of the source and the target resources has a 25% of Matchrating similarity and the comment of the source and the target resources has a 45% of Daitchmokotoff similarity or the resource's comment of the source and the resource's author of the target has a 25% of Matchrating similarity or the resource's author of the source and the resource's comment of the target has a 25% of Daitchmokotoff similarity and the comment of the source and the target resources has a 45% of Matchrating similarity and the resource's comment of the source and the resource's iis(x.comment,y.comment of the target has a 25% of Nysiis similarity
AND(AND(AND(jaroWinkler(x.comment,y.description)|0.45,AND(AND(matchrating(x.description,y.description)|1.0,doublemeta(x.comment,y.comment)|0.45)|0.45,matchrating(x.comment,y.description)|1.0)|0.45)|0.45,doublemeta(x.description,y.comment)|1.0)|0.45,AND(matchrating(x.comment,y.comment)|0.45,jaccard(x.comment,y.comment)|1.0)|1.0)	The link will be generated if the resource's comment of the source and the resource's description of the target has a 45% of Jarowinkler similarity and the description of the source and the target resources has an exact match of Matchrating similarity and the comment of the source and the target resources has a 45% of Doublemeta similarity and the resource's comment of the source and the resource's description of the target has an exact match of Matchrating similarity and the resource's description of the source and the resource's comment of the target has an exact match of Doublemeta similarity and the comment of the source and the target resources has a 45% of Matchrating similarity and an exact match of Jaccard similarity
AND(AND(AND(trigrams(x.title,y.title)|0.82,OR(AND(cosine(x.movie,y.movie)|0.55,trigrams(x.title,y.title)|0.55)|0.82,Koeln(x.movie,y.movie)|0.82)|0.55)|0.55,Koeln(x.title,y.title)|0.82)|0.82,trigrams(x.movie,y.movie)|0.55)	The link will be generated if the title of the source and the target resources has an 82% of Trigrams similarity and the movie of the source and the target resources has a 55% of Cosine similarity and the title of the source and the target resources has a 55% of Trigrams similarity or the movie of the source and the target resources has an 82% of Koeln similarity and the title of the source and the target resources has an 82% of Koeln similarity and the movie of the source and the target resources has a 55% of Trigrams similarity
OR(AND(cosine(x.firstName,y.authors)|0.0,OR(AND(qgrams(x.firstName,y.authors)|1.0,levenshtein(x.authors,y.authors)|0.0)|0.0,daitchmokotoff(x.firstName,y.authors)|1.0)|0.0)|0.0,qgrams(x.authors,y.authors)|1.0)	The link will be generated if the resource's firstName of the source and the resource's author of the target has a complete mismatch of Cosine similarity and an exact match of Qgrams similarity and the author of the source and the target resources has a complete mismatch of Levenshtein similarity or the resource's firstName of the source and the resource's author of the target has an exact match of Daitchmokotoff similarity or the author of the source and the target resources has an exact match of Qgrams similarity
OR(OR(OR(jaroWinkler(x.firstName,y.director)|0.82,OR(OR(matchrating(x.director,y.director)|0.55,refinedsoundex(x.firstName,y.firstName)|0.82)|0.82,matchrating(x.firstName,y.director)|0.55)|0.82)|0.82,refinedsoundex(x.director,y.firstName)|0.55)|0.82,OR(matchrating(x.firstName,y.firstName)|0.82,nysiis(x.firstName,y.firstName)|0.55)|0.55)	The link will be generated if the resource's firstName of the source and the resource's director of the target has an 82% of Jarowinkler similarity or the director of the source and the target resources has a 55% of Matchrating similarity or the resource's x.firstName of the source and the resource's firstName of the target has an 82% of Refinedsoundex similarity or the resource's firstName of the source and the resource's director of the target has a 55% of Matchrating similarity or the resource's x.director of the source and the resource's firstName of the target has a 55% of Refinedsoundex similarity or the firstName of the source and the target resources has an 82% of Matchrating similarity or the resource's firstName of the source and the resource's iis(x.firstName,y.firstName of the target has a 55% of Nysiis similarity
OR(OR(OR(ratcliff(x.comment,y.comment)|0.45,OR(OR(Koeln(x.workDescription,y.workDescription)|0.55,cosine(x.workDescription,y.workDescription)|0.55)|0.45,ratcliff(x.workDescription,y.comment)|0.45)|0.55)|0.55,Koeln(x.workDescription,y.comment)|0.45)|0.45,ratcliff(x.comment,y.workDescription)|0.55)	The link will be generated if the comment of the source and the target resources has a 45% of Ratcliff similarity or the workDescription of the source and the target resources has a 55% of Koeln similarity or a 55% of Cosine similarity or the resource's workDescription of the source and the resource's comment of the target has a 45% of Ratcliff similarity or a 45% of Koeln similarity or the resource's comment of the source and the resource's workDescription of the target has a 55% of Ratcliff similarity
OR(OR(OR(qgrams(x.title,y.title)|0.82,AND(OR(jaccard(x.product,y.product)|1.0,qgrams(x.title,y.title)|1.0)|0.82,levenshtein(x.product,y.product)|0.82)|1.0)|1.0,levenshtein(x.title,y.title)|0.82)|0.82,qgrams(x.product,y.product)|1.0)	The link will be generated if the title of the source and the target resources has an 82% of Qgrams similarity or the product of the source and the target resources has an exact match of Jaccard similarity or the title of the source and the target resources has an exact match of Qgrams similarity and the product of the source and the target resources has an 82% of Levenshtein similarity or the title of the source and the target resources has an 82% of Levenshtein similarity or the product of the source and the target resources has an exact match of Qgrams similarity
AND(AND(ratcliff(x.title,y.title)|0.0,AND(AND(jaroWinkler(x.title,y.workDescription)|0.55,cosine(x.title,y.title)|0.0)|0.0,jaroWinkler(x.title,y.title)|0.55)|0.55)|0.0,jaroWinkler(x.title,y.title)|0.55)	The link will be generated if the title of the source and the target resources has a complete mismatch of Ratcliff similarity and the resource's title of the source and the resource's workDescription of the target has a 55% of Jarowinkler similarity and the title of the source and the target resources has a complete mismatch of Cosine similarity and a 55% of Jarowinkler similarity and a Jarowinkler similarity
AND(AND(AND(levenshtein(x.firstName,y.streetname)|0.45,AND(AND(trigrams(x.streetname,y.streetname)|1.0,meta(x.firstName,y.firstName)|0.45)|0.45,trigrams(x.firstName,y.streetname)|1.0)|0.45)|0.45,meta(x.streetname,y.firstName)|1.0)|0.45,AND(trigrams(x.firstName,y.firstName)|0.45,jaccard(x.firstName,y.firstName)|1.0)|1.0)	The link will be generated if the resource's firstName of the source and the resource's streetname of the target has a 45% of Levenshtein similarity and the streetname of the source and the target resources has an exact match of Trigrams similarity and the firstName of the source and the target resources has a 45% of Meta similarity and the resource's firstName of the source and the resource's streetname of the target has an exact match of Trigrams similarity and the resource's streetname of the source and the resource's firstName of the target has an exact match of Meta similarity and the firstName of the source and the target resources has a 45% of Trigrams similarity and an exact match of Jaccard similarity
AND(AND(AND(overlap(x.name,y.director)|0.82,AND(AND(matchrating(x.director,y.director)|0.55,daitchmokotoff(x.name,y.name)|0.82)|0.82,matchrating(x.name,y.director)|0.55)|0.82)|0.82,daitchmokotoff(x.director,y.name)|0.55)|0.82,AND(matchrating(x.name,y.name)|0.82,nysiis(x.name,y.name)|0.55)|0.55)	The link will be generated if the resource's name of the source and the resource's director of the target has an 82% of Overlap similarity and the director of the source and the target resources has a 55% of Matchrating similarity and the name of the source and the target resources has an 82% of Daitchmokotoff similarity and the resource's name of the source and the resource's director of the target has a 55% of Matchrating similarity and the resource's director of the source and the resource's name of the target has a 55% of Daitchmokotoff similarity and the name of the source and the target resources has an 82% of Matchrating similarity and the resource's name of the source and the resource's iis(x.name,y.name of the target has a 55% of Nysiis similarity
OR(OR(OR(overlap(x.title,y.workDescription)|0.45,OR(OR(qgrams(x.workDescription,y.workDescription)|0.55,refinedsoundex(x.title,y.title)|0.45)|0.45,qgrams(x.title,y.workDescription)|0.55)|0.45)|0.45,refinedsoundex(x.workDescription,y.title)|0.55)|0.45,OR(qgrams(x.title,y.title)|0.45,jaccard(x.title,y.title)|0.55)|0.55)	The link will be generated if the resource's title of the source and the resource's workDescription of the target has a 45% of Overlap similarity or the workDescription of the source and the target resources has a 55% of Qgrams similarity or the resource's x.title of the source and the resource's title of the target has a 45% of Refinedsoundex similarity or the resource's title of the source and the resource's workDescription of the target has a 55% of Qgrams similarity or the resource's x.workDescription of the source and the resource's title of the target has a 55% of Refinedsoundex similarity or the title of the source and the target resources has a 45% of Qgrams similarity or a 55% of Jaccard similarity
OR(AND(OR(Koeln(x.comment,y.workDescription)|0.45,AND(OR(trigrams(x.workDescription,y.workDescription)|1.0,doublemeta(x.comment,y.comment)|0.45)|0.45,trigrams(x.comment,y.workDescription)|1.0)|0.45)|0.45,doublemeta(x.workDescription,y.comment)|1.0)|0.45,OR(trigrams(x.comment,y.comment)|0.45,nysiis(x.comment,y.comment)|1.0)|1.0)	The link will be generated if the resource's comment of the source and the resource's workDescription of the target has a 45% of Koeln similarity or the workDescription of the source and the target resources has an exact match of Trigrams similarity or the comment of the source and the target resources has a 45% of Doublemeta similarity and the resource's comment of the source and the resource's workDescription of the target has an exact match of Trigrams similarity and the resource's workDescription of the source and the resource's comment of the target has an exact match of Doublemeta similarity or the comment of the source and the target resources has a 45% of Trigrams similarity or the resource's comment of the source and the resource's iis(x.comment,y.comment of the target has an exact match of Nysiis similarity
OR(OR(levenshtein(x.firstName,y.workDescription)|0.82,OR(OR(trigrams(x.workDescription,y.workDescription)|0.55,soundex(x.firstName,y.firstName)|0.82)|0.82,trigrams(x.firstName,y.workDescription)|0.55)|0.82)|0.82,soundex(x.workDescription,y.firstName)|0.55)	The link will be generated if the resource's firstName of the source and the resource's workDescription of the target has an 82% of Levenshtein similarity or the workDescription of the source and the target resources has a 55% of Trigrams similarity or the resource's x.firstName of the source and the resource's firstName of the target has an 82% of Soundex similarity or the resource's firstName of the source and the resource's workDescription of the target has a 55% of Trigrams similarity or the resource's x.workDescription of the source and the resource's firstName of the target has a 55% of Soundex similarity
OR(OR(jaroWinkler(x.comment,y.authors)|0.45,OR(OR(trigrams(x.authors,y.authors)|1.0,meta(x.comment,y.comment)|0.45)|0.45,trigrams(x.comment,y.authors)|1.0)|0.45)|0.45,meta(x.authors,y.comment)|1.0)	The link will be generated if the resource's comment of the source and the resource's author of the target has a 45% of Jarowinkler similarity or the author of the source and the target resources has an exact match of Trigrams similarity or the comment of the source and the target resources has a 45% of Meta similarity or the resource's comment of the source and the resource's author of the target has an exact match of Trigrams similarity or the resource's author of the source and the resource's comment of the target has an exact match of Meta similarity
OR(AND(OR(levenshtein(x.givenName,y.streetname)|0.82,AND(OR(trigrams(x.streetname,y.streetname)|1.0,soundex(x.givenName,y.givenName)|0.82)|0.82,trigrams(x.givenName,y.streetname)|1.0)|0.82)|0.82,soundex(x.streetname,y.givenName)|1.0)|0.82,OR(trigrams(x.givenName,y.givenName)|0.82,nysiis(x.givenName,y.givenName)|1.0)|1.0)	The link will be generated if the resource's givenName of the source and the resource's streetname of the target has an 82% of Levenshtein similarity or the streetname of the source and the target resources has an exact match of Trigrams similarity or the resource's x.givenName of the source and the resource's givenName of the target has an 82% of Soundex similarity and the resource's givenName of the source and the resource's streetname of the target has an exact match of Trigrams similarity and the resource's x.streetname of the source and the resource's givenName of the target has an exact match of Soundex similarity or the givenName of the source and the target resources has an 82% of Trigrams similarity or the resource's givenName of the source and the resource's iis(x.givenName,y.givenName of the target has an exact match of Nysiis similarity
OR(OR(ratcliff(x.firstName,y.firstName)|0.0,OR(OR(mongeElkan(x.firstName,y.director)|1.0,jaccard(x.firstName,y.firstName)|0.0)|0.0,mongeElkan(x.firstName,y.firstName)|1.0)|1.0)|0.0,mongeElkan(x.firstName,y.firstName)|1.0)	The link will be generated if the firstName of the source and the target resources has a complete mismatch of Ratcliff similarity or the resource's firstName of the source and the resource's director of the target has an exact match of Mongeelkan similarity or the firstName of the source and the target resources has a complete mismatch of Jaccard similarity or an exact match of Mongeelkan similarity or a Mongeelkan similarity
AND(OR(nysiis(x.givenName,y.movie)|0.0,AND(OR(qgrams(x.givenName,y.movie)|1.0,jaroWinkler(x.movie,y.movie)|0.0)|0.0,doublemeta(x.givenName,y.movie)|1.0)|0.0)|0.0,qgrams(x.movie,y.movie)|1.0)	The link will be generated if the resource's givenName of the source and the resource's iis(x.givenName,y.movie of the target has a complete mismatch of Nysiis similarity or the resource's givenName of the source and the resource's movie of the target has an exact match of Qgrams similarity or the movie of the source and the target resources has a complete mismatch of Jarowinkler similarity and the resource's givenName of the source and the resource's movie of the target has an exact match of Doublemeta similarity and the movie of the source and the target resources has an exact match of Qgrams similarity
AND(AND(AND(mongeElkan(x.givenName,y.label)|0.82,AND(AND(qgrams(x.label,y.label)|0.55,daitchmokotoff(x.givenName,y.givenName)|0.82)|0.82,qgrams(x.givenName,y.label)|0.55)|0.82)|0.82,daitchmokotoff(x.label,y.givenName)|0.55)|0.82,AND(qgrams(x.givenName,y.givenName)|0.82,nysiis(x.givenName,y.givenName)|0.55)|0.55)	The link will be generated if the resource's givenName of the source and the resource's label of the target has an 82% of Mongeelkan similarity and the label of the source and the target resources has a 55% of Qgrams similarity and the givenName of the source and the target resources has an 82% of Daitchmokotoff similarity and the resource's givenName of the source and the resource's label of the target has a 55% of Qgrams similarity and the resource's label of the source and the resource's givenName of the target has a 55% of Daitchmokotoff similarity and the givenName of the source and the target resources has an 82% of Qgrams similarity and the resource's givenName of the source and the resource's iis(x.givenName,y.givenName of the target has a 55% of Nysiis similarity
AND(OR(AND(Koeln(x.comment,y.director)|0.0,OR(AND(qgrams(x.director,y.director)|1.0,daitchmokotoff(x.comment,y.comment)|0.0)|0.0,qgrams(x.comment,y.director)|1.0)|0.0)|0.0,daitchmokotoff(x.director,y.comment)|1.0)|0.0,AND(qgrams(x.comment,y.comment)|0.0,jaccard(x.comment,y.comment)|1.0)|1.0)	The link will be generated if the resource's comment of the source and the resource's director of the target has a complete mismatch of Koeln similarity and the director of the source and the target resources has an exact match of Qgrams similarity and the comment of the source and the target resources has a complete mismatch of Daitchmokotoff similarity or the resource's comment of the source and the resource's director of the target has an exact match of Qgrams similarity or the resource's director of the source and the resource's comment of the target has an exact match of Daitchmokotoff similarity and the comment of the source and the target resources has a complete mismatch of Qgrams similarity and an exact match of Jaccard similarity
AND(AND(AND(mongeElkan(x.comment,y.label)|0.45,AND(AND(matchrating(x.label,y.label)|1.0,daitchmokotoff(x.comment,y.comment)|0.45)|0.45,matchrating(x.comment,y.label)|1.0)|0.45)|0.45,daitchmokotoff(x.label,y.comment)|1.0)|0.45,AND(matchrating(x.comment,y.comment)|0.45,jaccard(x.comment,y.comment)|1.0)|1.0)	The link will be generated if the resource's comment of the source and the resource's label of the target has a 45% of Mongeelkan similarity and the label of the source and the target resources has an exact match of Matchrating similarity and the comment of the source and the target resources has a 45% of Daitchmokotoff similarity and the resource's comment of the source and the resource's label of the target has an exact match of Matchrating similarity and the resource's label of the source and the resource's comment of the target has an exact match of Daitchmokotoff similarity and the comment of the source and the target resources has a 45% of Matchrating similarity and an exact match of Jaccard similarity
AND(AND(jaccard(x.name,y.authors)|0.0,AND(AND(matchrating(x.name,y.authors)|1.0,Koeln(x.authors,y.authors)|0.0)|0.0,caverphone1(x.name,y.authors)|1.0)|0.0)|0.0,matchrating(x.authors,y.authors)|1.0)	The link will be generated if the resource's name of the source and the resource's author of the target has a complete mismatch of Jaccard similarity and an exact match of Matchrating similarity and the author of the source and the target resources has a complete mismatch of Koeln similarity and the resource's name of the source and the resource's author of the target has an exact match of Caverphone1 similarity and the author of the source and the target resources has an exact match of Matchrating similarity
OR(OR(OR(Koeln(x.firstName,y.authors)|0.0,OR(OR(qgrams(x.authors,y.authors)|0.25,meta(x.firstName,y.firstName)|0.0)|0.0,qgrams(x.firstName,y.authors)|0.25)|0.0)|0.0,meta(x.authors,y.firstName)|0.25)|0.0,OR(qgrams(x.firstName,y.firstName)|0.0,jaccard(x.firstName,y.firstName)|0.25)|0.25)	The link will be generated if the resource's firstName of the source and the resource's author of the target has a complete mismatch of Koeln similarity or the author of the source and the target resources has a 25% of Qgrams similarity or the firstName of the source and the target resources has a complete mismatch of Meta similarity or the resource's firstName of the source and the resource's author of the target has a 25% of Qgrams similarity or the resource's author of the source and the resource's firstName of the target has a 25% of Meta similarity or the firstName of the source and the target resources has a complete mismatch of Qgrams similarity or a 25% of Jaccard similarity
OR(OR(levenshtein(x.name,y.streetname)|0.0,OR(OR(qgrams(x.streetname,y.streetname)|0.55,caverphone1(x.name,y.name)|0.0)|0.0,qgrams(x.name,y.streetname)|0.55)|0.0)|0.0,caverphone1(x.streetname,y.name)|0.55)	The link will be generated if the resource's name of the source and the resource's streetname of the target has a complete mismatch of Levenshtein similarity or the streetname of the source and the target resources has a 55% of Qgrams similarity or the name of the source and the target resources has a complete mismatch of Caverphone1 similarity or the resource's name of the source and the resource's streetname of the target has a 55% of Qgrams similarity or the resource's streetname of the source and the resource's name of the target has a 55% of Caverphone1 similarity
OR(AND(OR(overlap(x.title,y.workDescription)|0.0,AND(OR(trigrams(x.workDescription,y.workDescription)|0.25,ratcliff(x.title,y.title)|0.0)|0.0,trigrams(x.title,y.workDescription)|0.25)|0.0)|0.0,ratcliff(x.workDescription,y.title)|0.25)|0.0,OR(trigrams(x.title,y.title)|0.0,jaccard(x.title,y.title)|0.25)|0.25)	The link will be generated if the resource's title of the source and the resource's workDescription of the target has a complete mismatch of Overlap similarity or the workDescription of the source and the target resources has a 25% of Trigrams similarity or the title of the source and the target resources has a complete mismatch of Ratcliff similarity and the resource's title of the source and the resource's workDescription of the target has a 25% of Trigrams similarity and the resource's workDescription of the source and the resource's title of the target has a 25% of Ratcliff similarity or the title of the source and the target resources has a complete mismatch of Trigrams similarity or a 25% of Jaccard similarity
AND(OR(jaccard(x.firstName,y.movie)|0.45,AND(OR(qgrams(x.firstName,y.movie)|0.25,mongeElkan(x.movie,y.movie)|0.45)|0.45,soundex(x.firstName,y.movie)|0.25)|0.45)|0.45,qgrams(x.movie,y.movie)|0.25)	The link will be generated if the resource's firstName of the source and the resource's movie of the target has a 45% of Jaccard similarity or a 25% of Qgrams similarity or the movie of the source and the target resources has a 45% of Mongeelkan similarity and the resource's x.firstName of the source and the resource's movie of the target has a 25% of Soundex similarity and the movie of the source and the target resources has a 25% of Qgrams similarity
AND(OR(overlap(x.name,y.authors)|0.45,AND(OR(matchrating(x.authors,y.authors)|1.0,doublemeta(x.name,y.name)|0.45)|0.45,matchrating(x.name,y.authors)|1.0)|0.45)|0.45,doublemeta(x.authors,y.name)|1.0)	The link will be generated if the resource's name of the source and the resource's author of the target has a 45% of Overlap similarity or the author of the source and the target resources has an exact match of Matchrating similarity or the name of the source and the target resources has a 45% of Doublemeta similarity and the resource's name of the source and the resource's author of the target has an exact match of Matchrating similarity and the resource's author of the source and the resource's name of the target has an exact match of Doublemeta similarity
OR(AND(mongeElkan(x.firstName,y.description)|0.82,OR(AND(qgrams(x.description,y.description)|0.25,ratcliff(x.firstName,y.firstName)|0.82)|0.82,qgrams(x.firstName,y.description)|0.25)|0.82)|0.82,ratcliff(x.description,y.firstName)|0.25)	The link will be generated if the resource's firstName of the source and the resource's description of the target has an 82% of Mongeelkan similarity and the description of the source and the target resources has a 25% of Qgrams similarity and the firstName of the source and the target resources has an 82% of Ratcliff similarity or the resource's firstName of the source and the resource's description of the target has a 25% of Qgrams similarity or the resource's description of the source and the resource's firstName of the target has a 25% of Ratcliff similarity
AND(AND(AND(ratcliff(x.title,y.title)|0.45,AND(AND(mongeElkan(x.streetname,y.streetname)|0.25,nysiis(x.streetname,y.streetname)|0.25)|0.45,ratcliff(x.streetname,y.title)|0.45)|0.25)|0.25,mongeElkan(x.streetname,y.title)|0.45)|0.45,ratcliff(x.title,y.streetname)|0.25)	The link will be generated if the title of the source and the target resources has a 45% of Ratcliff similarity and the streetname of the source and the target resources has a 25% of Mongeelkan similarity and the resource's streetname of the source and the resource's iis(x.streetname,y.streetname of the target has a 25% of Nysiis similarity and the resource's streetname of the source and the resource's title of the target has a 45% of Ratcliff similarity and a 45% of Mongeelkan similarity and the resource's title of the source and the resource's streetname of the target has a 25% of Ratcliff similarity
AND(OR(cosine(x.givenName,y.authors)|0.0,AND(OR(trigrams(x.givenName,y.authors)|0.25,mongeElkan(x.authors,y.authors)|0.0)|0.0,doublemeta(x.givenName,y.authors)|0.25)|0.0)|0.0,trigrams(x.authors,y.authors)|0.25)	The link will be generated if the resource's givenName of the source and the resource's author of the target has a complete mismatch of Cosine similarity or a 25% of Trigrams similarity or the author of the source and the target resources has a complete mismatch of Mongeelkan similarity and the resource's givenName of the source and the resource's author of the target has a 25% of Doublemeta similarity and the author of the source and the target resources has a 25% of Trigrams similarity
OR(OR(AND(meta(x.name,y.name)|0.0,AND(OR(mongeElkan(x.movie,y.movie)|1.0,cosine(x.movie,y.movie)|1.0)|0.0,meta(x.movie,y.name)|0.0)|1.0)|1.0,mongeElkan(x.movie,y.name)|0.0)|0.0,meta(x.name,y.movie)|1.0)	The link will be generated if the name of the source and the target resources has a complete mismatch of Meta similarity or the movie of the source and the target resources has an exact match of Mongeelkan similarity or an exact match of Cosine similarity and the resource's movie of the source and the resource's name of the target has a complete mismatch of Meta similarity or a complete mismatch of Mongeelkan similarity or the resource's name of the source and the resource's movie of the target has an exact match of Meta similarity
OR(AND(OR(jaroWinkler(x.comment,y.streetname)|0.45,AND(OR(qgrams(x.streetname,y.streetname)|0.25,daitchmokotoff(x.comment,y.comment)|0.45)|0.45,qgrams(x.comment,y.streetname)|0.25)|0.45)|0.45,daitchmokotoff(x.streetname,y.comment)|0.25)|0.45,OR(qgrams(x.comment,y.comment)|0.45,jaccard(x.comment,y.comment)|0.25)|0.25)	The link will be generated if the resource's comment of the source and the resource's streetname of the target has a 45% of Jarowinkler similarity or the streetname of the source and the target resources has a 25% of Qgrams similarity or the comment of the source and the target resources has a 45% of Daitchmokotoff similarity and the resource's comment of the source and the resource's streetname of the target has a 25% of Qgrams similarity and the resource's streetname of the source and the resource's comment of the target has a 25% of Daitchmokotoff similarity or the comment of the source and the target resources has a 45% of Qgrams similarity or a 25% of Jaccard similarity
