0	1
Koeln(x.comment, y.authors)|0.45 AND (trigrams(x.authors, y.authors)|0.25 OR refinedsoundex(x.comment, y.comment)|0.45) AND trigrams(x.comment, y.authors)|0.25 OR refinedsoundex(x.authors, y.comment)|0.25	The link will be generated if the resource's comment of the source and the resource's author of the target has a 45% of Koeln similarity or the author of the source and the target resources has a 25% of Trigrams similarity or the resource's x.comment of the source and the resource's comment of the target has a 45% of Refinedsoundex similarity and the resource's comment of the source and the resource's author of the target has a 25% of Trigrams similarity and the resource's x.authors of the source and the resource's comment of the target has a 25% of Refinedsoundex similarity
Koeln(x.label, y.label)|0.25 AND cosine(x.name, y.name)|0.82 AND trigrams(x.name, y.name)|0.25	The link will be generated if the name of the source and the target resources has an 82% of Trigrams similarity and the label of the source and the target resources has a 25% of Koeln similarity and the name of the source and the target resources has an 82% of Cosine similarity and a 25% of Trigrams similarity and a Koeln similarity
soundex(x.comment, y.comment)|0.0 AND jaroWinkler(x.comment, y.movie)|0.55 AND nysiis(x.comment, y.comment)|0.0 OR jaroWinkler(x.comment, y.comment)|0.55	The link will be generated if the resource's x.comment of the source and the resource's comment of the target has a complete mismatch of Soundex similarity and the resource's comment of the source and the resource's movie of the target has a 55% of Jarowinkler similarity and the resource's comment of the source and the resource's iis(x.comment,y.comment of the target has a complete mismatch of Nysiis similarity and the comment of the source and the target resources has a 55% of Jarowinkler similarity and a 55% of Jarowinkler similarity
jaroWinkler(x.title, y.label)|0.45 AND (qgrams(x.label, y.label)|0.25 OR ratcliff(x.title, y.title)|0.45) OR qgrams(x.title, y.label)|0.25 AND ratcliff(x.label, y.title)|0.25	The link will be generated if the resource's title of the source and the resource's label of the target has a 45% of Jarowinkler similarity or the label of the source and the target resources has a 25% of Qgrams similarity or the title of the source and the target resources has a 45% of Ratcliff similarity and the resource's title of the source and the resource's label of the target has a 25% of Qgrams similarity and the resource's label of the source and the resource's title of the target has a 25% of Ratcliff similarity
cosine(x.firstName, y.authors)|0.0 AND (qgrams(x.firstName, y.authors)|1.0 AND levenshtein(x.authors, y.authors)|0.0 OR daitchmokotoff(x.firstName, y.authors)|1.0) OR qgrams(x.authors, y.authors)|1.0	The link will be generated if the resource's firstName of the source and the resource's author of the target has a complete mismatch of Cosine similarity and an exact match of Qgrams similarity and the author of the source and the target resources has a complete mismatch of Levenshtein similarity or the resource's firstName of the source and the resource's author of the target has an exact match of Daitchmokotoff similarity or the author of the source and the target resources has an exact match of Qgrams similarity
matchrating(x.comment, y.director)|0.55 AND nysiis(x.comment, y.director)|0.82 OR (matchrating(x.comment, y.director)|0.55 AND overlap(x.director, y.director)|0.82 OR refinedsoundex(x.comment, y.director)|0.55)|0.82 AND matchrating(x.director, y.director)|0.55	The link will be generated if the resource's comment of the source and the resource's iis(x.comment,y.director of the target has an 82% of Nysiis similarity and the resource's comment of the source and the resource's director of the target has a 55% of Matchrating similarity and the director of the source and the target resources has an 82% of Overlap similarity or the resource's x.comment of the source and the resource's director of the target has a 55% of Refinedsoundex similarity or the director of the source and the target resources has a 55% of Matchrating similarity
daitchmokotoff(x.givenName, y.givenName)|0.0 AND (levenshtein(x.givenName, y.authors)|1.0 AND cosine(x.givenName, y.givenName)|0.0|0.0|0.0)| 1.0 OR levenshtein(x.givenName, y.givenName)|1.0	The link will be generated if the givenName of the source and the target resources has a complete mismatch of Daitchmokotoff similarity and the resource's givenName of the source and the resource's author of the target has an exact match of Levenshtein similarity and the givenName of the source and the target resources has a complete mismatch of Cosine similarity and an exact match of Levenshtein similarity and a Levenshtein similarity
levenshtein(x.firstName,y.firstName)|0.0 AND jaccard(x.firstName,y.director)|0.55	The link will be generated if the firstName of the source and the target resources has a complete mismatch of Levenshtein similarity or the resource's firstName of the source and the resource's director of the target has a 55% of Jaccard similarity
mongeElkan(x.name, y.name)|0.82 AND cosine(x.name, y.name)|0.25 AND (mongeElkan(x.description, y.description)|0.82 OR cosine(x.description, y.description)|0.25 OR qgrams(x.name, y.name)|0.82) OR (qgrams(x.name, y.name)|0.82 AND mongeElkan(x.description, y.description)|0.82 AND mongeElkan(x.name, y.name)|0.82) OR qgrams(x.description, y.description)|0.25	The link will be generated if the name of the source and the target resources has an 82% of Mongeelkan similarity and a 25% of Cosine similarity or the description of the source and the target resources has an 82% of Mongeelkan similarity or the name of the source and the target resources has a 25% of Cosine similarity and an 82% of Qgrams similarity and the description of the source and the target resources has a 25% of Cosine similarity and the name of the source and the target resources has a 25% of Qgrams similarity or the description of the source and the target resources has an 82% of Mongeelkan similarity and the name of the source and the target resources has an 82% of Mongeelkan similarity and the description of the source and the target resources has a 25% of Qgrams similarity
overlap(x.title,y.workDescription)|0.45 AND (qgrams(x.workDescription,y.workDescription)|0.55 OR refinedsoundex(x.title,y.title)|0.45) OR qgrams(x.title,y.workDescription)|0.55 AND (OR(overlap(x.title,y.workDescription)|0.45,qgrams(x.title,y.title)|0.45,jaccard(x.title,y.title)|0.55)|0.45 AND refinedsoundex(x.workDescription,y.title)|0.55	The link will be generated if the resource's title of the source and the resource's workDescription of the target has a 45% of Overlap similarity or the workDescription of the source and the target resources has a 55% of Qgrams similarity or the resource's x.title of the source and the resource's title of the target has a 45% of Refinedsoundex similarity or the resource's title of the source and the resource's workDescription of the target has a 55% of Qgrams similarity or the resource's x.workDescription of the source and the resource's title of the target has a 55% of Refinedsoundex similarity or the title of the source and the target resources has a 45% of Qgrams similarity or a 55% of Jaccard similarity
Koeln(x.comment, y.streetname)|0.82 AND (trigrams(x.streetname, y.streetname)|1.0 OR ratcliff(x.comment, y.comment)|0.82 OR trigrams(x.comment, y.streetname)|1.0)|0.82 OR ratcliff(x.streetname, y.comment)|1.0	The link will be generated if the resource's comment of the source and the resource's streetname of the target has an 82% of Koeln similarity and the streetname of the source and the target resources has an exact match of Trigrams similarity and the comment of the source and the target resources has an 82% of Ratcliff similarity or the resource's comment of the source and the resource's streetname of the target has an exact match of Trigrams similarity or the resource's streetname of the source and the resource's comment of the target has an exact match of Ratcliff similarity
meta(x.name, y.name)|0.0 AND (mongeElkan(x.movie, y.movie)|1.0 OR cosine(x.movie, y.movie)|1.0) AND meta(x.movie, y.name)|0.0 OR mongeElkan(x.movie, y.name)|0.0 OR meta(x.name, y.movie)|1.0	The link will be generated if the name of the source and the target resources has a complete mismatch of Meta similarity or the movie of the source and the target resources has an exact match of Mongeelkan similarity or an exact match of Cosine similarity and the resource's movie of the source and the resource's name of the target has a complete mismatch of Meta similarity or a complete mismatch of Mongeelkan similarity or the resource's name of the source and the resource's movie of the target has an exact match of Meta similarity
daitchmokotoff(x.givenName, y.givenName)|0.0 AND Koeln(x.movie, y.movie)|0.55 AND nysiis(x.movie, y.movie)|0.55 AND daitchmokotoff(x.movie, y.givenName)|0.0 AND daitchmokotoff(x.givenName, y.movie)|0.55	The link will be generated if the givenName of the source and the target resources has a complete mismatch of Daitchmokotoff similarity and the movie of the source and the target resources has a 55% of Koeln similarity and the resource's movie of the source and the resource's iis(x.movie,y.movie of the target has a 55% of Nysiis similarity and the resource's movie of the source and the resource's givenName of the target has a complete mismatch of Daitchmokotoff similarity and a complete mismatch of Koeln similarity and the resource's givenName of the source and the resource's movie of the target has a 55% of Daitchmokotoff similarity
jaroWinkler(x.givenName, y.streetname)|0.0 OR (matchrating(x.streetname, y.streetname)|1.0 OR soundex(x.givenName, y.givenName)|0.0 OR matchrating(x.givenName, y.streetname)|1.0)|0.0 AND (OR(soundex(x.streetname, y.givenName)|1.0 OR OR(matchrating(x.givenName, y.givenName)|0.0, nysiis(x.givenName, y.givenName)|1.0)|1.0)|0.0	The link will be generated if the resource's givenName of the source and the resource's streetname of the target has a complete mismatch of Jarowinkler similarity or the streetname of the source and the target resources has an exact match of Matchrating similarity or the resource's x.givenName of the source and the resource's givenName of the target has a complete mismatch of Soundex similarity or the resource's givenName of the source and the resource's streetname of the target has an exact match of Matchrating similarity or the resource's x.streetname of the source and the resource's givenName of the target has an exact match of Soundex similarity or the givenName of the source and the target resources has a complete mismatch of Matchrating similarity or the resource's givenName of the source and the resource's iis(x.givenName,y.givenName of the target has an exact match of Nysiis similarity
jaroWinkler(x.givenName, y.label)|0.0 AND qgrams(x.label, y.label)|0.55 AND daitchmokotoff(x.givenName, y.givenName)|0.0 AND qgrams(x.givenName, y.label)|0.55 AND qgrams(x.givenName, y.givenName)|0.0 AND nysiis(x.givenName, y.givenName)|0.55 AND daitchmokotoff(x.label, y.givenName)|0.55	The link will be generated if the resource's givenName of the source and the resource's label of the target has a complete mismatch of Jarowinkler similarity and the label of the source and the target resources has a 55% of Qgrams similarity and the givenName of the source and the target resources has a complete mismatch of Daitchmokotoff similarity and the resource's givenName of the source and the resource's label of the target has a 55% of Qgrams similarity and the resource's label of the source and the resource's givenName of the target has a 55% of Daitchmokotoff similarity and the givenName of the source and the target resources has a complete mismatch of Qgrams similarity and the resource's givenName of the source and the resource's iis(x.givenName,y.givenName of the target has a 55% of Nysiis similarity
ratcliff(x.title, y.title)|0.0 AND jaroWinkler(x.title, y.workDescription)|0.55 AND cosine(x.title, y.title)|0.0 OR jaroWinkler(x.title, y.title)|0.55	The link will be generated if the title of the source and the target resources has a complete mismatch of Ratcliff similarity and the resource's title of the source and the resource's workDescription of the target has a 55% of Jarowinkler similarity and the title of the source and the target resources has a complete mismatch of Cosine similarity and a 55% of Jarowinkler similarity and a Jarowinkler similarity
nysiis(x.firstName,y.product)|0.82 AND OR(matchrating(x.firstName,y.product)|0.25,jaroWinkler(x.product,y.product)|0.82 AND ratcliff(x.firstName,y.product)|0.25 OR matchrating(x.product,y.product)|0.25	The link will be generated if the resource's firstName of the source and the resource's iis(x.firstName,y.product of the target has an 82% of Nysiis similarity or the resource's firstName of the source and the resource's product of the target has a 25% of Matchrating similarity or the product of the source and the target resources has an 82% of Jarowinkler similarity or the resource's firstName of the source and the resource's product of the target has a 25% of Ratcliff similarity or the product of the source and the target resources has a 25% of Matchrating similarity
jaroWinkler(x.comment, y.product)|0.0 AND (matchrating(x.product, y.product)|0.55 OR ratcliff(x.comment, y.comment)|0.0 OR matchrating(x.comment, y.product)|0.55) AND ratcliff(x.product, y.comment)|0.55	The link will be generated if the resource's comment of the source and the resource's product of the target has a complete mismatch of Jarowinkler similarity and the product of the source and the target resources has a 55% of Matchrating similarity and the comment of the source and the target resources has a complete mismatch of Ratcliff similarity and the resource's comment of the source and the resource's product of the target has a 55% of Matchrating similarity and the resource's product of the source and the resource's comment of the target has a 55% of Ratcliff similarity
levenshtein(x.title,y.description)|0.45 AND (qgrams(x.description,y.description)|1.0 OR caverphone1(x.title,y.title)|0.45 OR qgrams(x.title,y.description)|1.0) AND caverphone1(x.description,y.title)|1.0 AND (qgrams(x.title,y.title)|0.45 AND nysiis(x.title,y.title)|1.0)	The link will be generated if the resource's title of the source and the resource's description of the target has a 45% of Levenshtein similarity and the description of the source and the target resources has an exact match of Qgrams similarity and the title of the source and the target resources has a 45% of Caverphone1 similarity or the resource's title of the source and the resource's description of the target has an exact match of Qgrams similarity or the resource's description of the source and the resource's title of the target has an exact match of Caverphone1 similarity and the title of the source and the target resources has a 45% of Qgrams similarity and the resource's title of the source and the resource's iis(x.title,y.title of the target has an exact match of Nysiis similarity
matchrating(x.givenName, y.movie)|1.0 AND mongeElkan(x.givenName, y.movie)|0.45 AND nysiis(x.givenName, y.movie)|0.45 AND soundex(x.givenName, y.movie)|1.0 AND matchrating(x.movie, y.movie)|1.0	The link will be generated if the resource's givenName of the source and the resource's iis(x.givenName,y.movie of the target has a 45% of Nysiis similarity and the resource's givenName of the source and the resource's movie of the target has an exact match of Matchrating similarity and the movie of the source and the target resources has a 45% of Mongeelkan similarity and the resource's x.givenName of the source and the resource's movie of the target has an exact match of Soundex similarity and the movie of the source and the target resources has an exact match of Matchrating similarity
qgrams(x.title,y.title)|0.82 OR (jaccard(x.product,y.product)|1.0 AND qgrams(x.title,y.title)|1.0) OR levenshtein(x.product,y.product)|0.82 OR levenshtein(x.title,y.title)|0.82 OR qgrams(x.product,y.product)|1.0	The link will be generated if the title of the source and the target resources has an 82% of Qgrams similarity or the product of the source and the target resources has an exact match of Jaccard similarity or the title of the source and the target resources has an exact match of Qgrams similarity and the product of the source and the target resources has an 82% of Levenshtein similarity or the title of the source and the target resources has an 82% of Levenshtein similarity or the product of the source and the target resources has an exact match of Qgrams similarity
overlap(x.name, y.authors)|0.45 AND (matchrating(x.authors, y.authors)|1.0 OR doublemeta(x.name, y.name)|0.45) AND matchrating(x.name, y.authors)|1.0 OR doublemeta(x.authors, y.name)|1.0	The link will be generated if the resource's name of the source and the resource's author of the target has a 45% of Overlap similarity or the author of the source and the target resources has an exact match of Matchrating similarity or the name of the source and the target resources has a 45% of Doublemeta similarity and the resource's name of the source and the resource's author of the target has an exact match of Matchrating similarity and the resource's author of the source and the resource's name of the target has an exact match of Doublemeta similarity
jaccard(x.givenName, y.authors)|0.45 AND (qgrams(x.givenName, y.authors)|0.25 AND overlap(x.authors, y.authors)|0.45) OR soundex(x.givenName, y.authors)|0.25 OR qgrams(x.authors, y.authors)|0.25	The link will be generated if the resource's givenName of the source and the resource's author of the target has a 45% of Jaccard similarity and a 25% of Qgrams similarity and the author of the source and the target resources has a 45% of Overlap similarity or the resource's x.givenName of the source and the resource's author of the target has a 25% of Soundex similarity or the author of the source and the target resources has a 25% of Qgrams similarity
nysiis(x.title, y.movie)|0.82 AND trigrams(x.title, y.movie)|0.55 AND (levenshtein(x.movie, y.movie)|0.82 OR daitchmokotoff(x.title, y.movie)|0.55)	The link will be generated if the resource's title of the source and the resource's iis(x.title,y.movie of the target has an 82% of Nysiis similarity or the resource's title of the source and the resource's movie of the target has a 55% of Trigrams similarity or the movie of the source and the target resources has an 82% of Levenshtein similarity and the resource's title of the source and the resource's movie of the target has a 55% of Daitchmokotoff similarity and the movie of the source and the target resources has a 55% of Trigrams similarity
levenshtein(x.firstName, y.streetname)|0.45 AND trigrams(x.streetname, y.streetname)|1.0 AND meta(x.firstName, y.firstName)|0.45 AND trigrams(x.firstName, y.firstName)|1.0 AND jaccard(x.firstName, y.firstName)|1.0	The link will be generated if the resource's firstName of the source and the resource's streetname of the target has a 45% of Levenshtein similarity and the streetname of the source and the target resources has an exact match of Trigrams similarity and the firstName of the source and the target resources has a 45% of Meta similarity and the resource's firstName of the source and the resource's streetname of the target has an exact match of Trigrams similarity and the resource's streetname of the source and the resource's firstName of the target has an exact match of Meta similarity and the firstName of the source and the target resources has a 45% of Trigrams similarity and an exact match of Jaccard similarity
levenshtein(x.firstName,y.workDescription)|0.82 OR (trigrams(x.workDescription,y.workDescription)|0.55 AND soundex(x.firstName,y.firstName)|0.82 OR trigrams(x.firstName,y.workDescription)|0.55) AND soundex(x.workDescription,y.firstName)|0.55	The link will be generated if the resource's firstName of the source and the resource's workDescription of the target has an 82% of Levenshtein similarity or the workDescription of the source and the target resources has a 55% of Trigrams similarity or the resource's x.firstName of the source and the resource's firstName of the target has an 82% of Soundex similarity or the resource's firstName of the source and the resource's workDescription of the target has a 55% of Trigrams similarity or the resource's x.workDescription of the source and the resource's firstName of the target has a 55% of Soundex similarity
meta(x.title, y.title)|0.0 AND Koeln(x.title, y.title)|1.0 AND cosine(x.title, y.title)|0.0 OR Koeln(x.title, y.title)|1.0	The link will be generated if the title of the source and the target resources has a complete mismatch of Meta similarity and the resource's title of the source and the resource's workDescription of the target has an exact match of Koeln similarity and the title of the source and the target resources has a complete mismatch of Cosine similarity and an exact match of Koeln similarity and a Koeln similarity
doublemeta(x.givenName, y.givenName)|0.0 AND (Koeln(x.product, y.product)|0.55 OR jaccard(x.product, y.product)|0.55) OR doublemeta(x.product, y.givenName)|0.0 OR Koeln(x.product, y.givenName)|0.0 OR doublemeta(x.givenName, y.product)|0.55	The link will be generated if the givenName of the source and the target resources has a complete mismatch of Doublemeta similarity or the product of the source and the target resources has a 55% of Koeln similarity or a 55% of Jaccard similarity or the resource's product of the source and the resource's givenName of the target has a complete mismatch of Doublemeta similarity or a complete mismatch of Koeln similarity or the resource's givenName of the source and the resource's product of the target has a 55% of Doublemeta similarity
levenshtein(x.comment, y.movie)|0.82 AND (trigrams(x.movie, y.movie)|0.25 OR soundex(x.comment, y.comment)|0.82 OR trigrams(x.comment, y.movie)|0.25) OR soundex(x.movie, y.comment)|0.25	The link will be generated if the resource's comment of the source and the resource's movie of the target has an 82% of Levenshtein similarity and the movie of the source and the target resources has a 25% of Trigrams similarity and the resource's x.comment of the source and the resource's comment of the target has an 82% of Soundex similarity or the resource's comment of the source and the resource's movie of the target has a 25% of Trigrams similarity or the resource's x.movie of the source and the resource's comment of the target has a 25% of Soundex similarity
trigrams(x.givenName,y.givenName)|0.45 AND OR(cosine(x.streetname,y.streetname)|0.55,trigrams(x.givenName,y.givenName)|0.55) OR Koeln(x.streetname,y.streetname)|0.45 OR Koeln(x.givenName,y.givenName)|0.45 OR trigrams(x.streetname,y.streetname)|0.55	The link will be generated if the givenName of the source and the target resources has a 45% of Trigrams similarity or the streetname of the source and the target resources has a 55% of Cosine similarity or the givenName of the source and the target resources has a 55% of Trigrams similarity or the streetname of the source and the target resources has a 45% of Koeln similarity or the givenName of the source and the target resources has a 45% of Koeln similarity or the streetname of the source and the target resources has a 55% of Trigrams similarity
caverphone1(x.title, y.title)|0.45 AND Koeln(x.title, y.title)|0.25 AND (jaccard(x.title, y.title)|0.45 OR Koeln(x.title, y.title)|0.25)	The link will be generated if the title of the source and the target resources has a 45% of Caverphone1 similarity and the resource's title of the source and the resource's movie of the target has a 25% of Koeln similarity and the title of the source and the target resources has a 45% of Jaccard similarity and a 25% of Koeln similarity and a Koeln similarity
levenshtein(x.title, y.authors)|0.0 AND trigrams(x.authors, y.authors)|0.55 OR daitchmokotoff(x.title, y.title)|0.0 AND trigrams(x.title, y.authors)|0.55 OR daitchmokotoff(x.authors, y.title)|0.55 OR trigrams(x.title, y.title)|0.0 OR cosine(x.title, y.title)|0.55	The link will be generated if the resource's title of the source and the resource's author of the target has a complete mismatch of Levenshtein similarity or the author of the source and the target resources has a 55% of Trigrams similarity or the title of the source and the target resources has a complete mismatch of Daitchmokotoff similarity and the resource's title of the source and the resource's author of the target has a 55% of Trigrams similarity and the resource's author of the source and the resource's title of the target has a 55% of Daitchmokotoff similarity or the title of the source and the target resources has a complete mismatch of Trigrams similarity or a 55% of Cosine similarity
jaroWinkler(x.comment, y.description)|0.45 AND (matchrating(x.description, y.description)|1.0 AND doublemeta(x.comment, y.comment)|0.45 AND matchrating(x.comment, y.description)|1.0) OR (doublemeta(x.description, y.comment)|1.0) AND (matchrating(x.comment, x.comment)|0.45 AND jaccard(x.comment, y.comment)|1.0)|1.0	The link will be generated if the resource's comment of the source and the resource's description of the target has a 45% of Jarowinkler similarity and the description of the source and the target resources has an exact match of Matchrating similarity and the comment of the source and the target resources has a 45% of Doublemeta similarity and the resource's comment of the source and the resource's description of the target has an exact match of Matchrating similarity and the resource's description of the source and the resource's comment of the target has an exact match of Doublemeta similarity and the comment of the source and the target resources has a 45% of Matchrating similarity and an exact match of Jaccard similarity
cosine(x.firstName, y.streetname)|0.0 AND matchrating(x.firstName, y.streetname)|0.25 AND overlap(x.streetname, y.streetname)|0.0 AND soundex(x.firstName, y.streetname)|0.25 AND matchrating(x.streetname, y.streetname)|0.25	The link will be generated if the resource's firstName of the source and the resource's streetname of the target has a complete mismatch of Cosine similarity and a 25% of Matchrating similarity and the streetname of the source and the target resources has a complete mismatch of Overlap similarity and the resource's x.firstName of the source and the resource's streetname of the target has a 25% of Soundex similarity and the streetname of the source and the target resources has a 25% of Matchrating similarity
doublemeta(x.name, y.name)|0.0 AND Koeln(x.director, y.director)|0.55 AND nysiis(x.director, y.director)|0.55 AND doublemeta(x.director, y.name)|0.0 AND Koeln(x.director, y.name)|0.0 AND doublemeta(x.name, y.director)|0.55	The link will be generated if the name of the source and the target resources has a complete mismatch of Doublemeta similarity and the director of the source and the target resources has a 55% of Koeln similarity and the resource's director of the source and the resource's iis(x.director,y.director of the target has a 55% of Nysiis similarity and the resource's director of the source and the resource's name of the target has a complete mismatch of Doublemeta similarity and a complete mismatch of Koeln similarity and the resource's name of the source and the resource's director of the target has a 55% of Doublemeta similarity
overlap(x.firstName, y.firstName)|0.45 OR cosine(x.firstName, y.firstName)|0.25 OR (overlap(x.streetname, y.streetname)|0.45 AND cosine(x.streetname, y.streetname)|0.25) OR (trigrams(x.firstName, y.firstName)|0.45 OR (cosine(x.streetname, y.streetname)|0.25 OR trigrams(x.firstName, y.firstName)|0.25) AND overlap(x.streetname, y.streetname)|0.45) OR trigrams(x.streetname, y.streetname)|0.25	The link will be generated if the firstName of the source and the target resources has a 45% of Overlap similarity or a 25% of Cosine similarity and the streetname of the source and the target resources has a 45% of Overlap similarity and the firstName of the source and the target resources has a 25% of Cosine similarity or a 45% of Trigrams similarity or the streetname of the source and the target resources has a 25% of Cosine similarity or the firstName of the source and the target resources has a 25% of Trigrams similarity and the streetname of the source and the target resources has a 45% of Overlap similarity or the firstName of the source and the target resources has a 45% of Overlap similarity or the streetname of the source and the target resources has a 25% of Trigrams similarity
meta(x.givenName, y.givenName)|0.82 AND (jaroWinkler(x.givenName, y.label)|1.0 AND nysiis(x.givenName, y.givenName)|0.82 AND jaroWinkler(x.givenName, y.givenName)|1.0)|0.82 AND jaroWinkler(x.givenName, y.givenName)|1.0	The link will be generated if the givenName of the source and the target resources has an 82% of Meta similarity and the resource's givenName of the source and the resource's label of the target has an exact match of Jarowinkler similarity and the resource's givenName of the source and the resource's iis(x.givenName,y.givenName of the target has an 82% of Nysiis similarity and the givenName of the source and the target resources has an exact match of Jarowinkler similarity and an exact match of Jarowinkler similarity
levenshtein(x.firstName, y.director)|0.82 AND (qgrams(x.director, y.director)|0.55 OR daitchmokotoff(x.firstName, y.firstName)|0.82 OR qgrams(x.firstName, y.director)|0.55) AND daitchmokotoff(x.director, y.firstName)|0.55 AND (qgrams(x.firstName, x.firstName)|0.82 AND cosine(x.firstName, y.firstName)|0.55)	The link will be generated if the resource's firstName of the source and the resource's director of the target has an 82% of Levenshtein similarity and the director of the source and the target resources has a 55% of Qgrams similarity and the firstName of the source and the target resources has an 82% of Daitchmokotoff similarity or the resource's firstName of the source and the resource's director of the target has a 55% of Qgrams similarity or the resource's director of the source and the resource's firstName of the target has a 55% of Daitchmokotoff similarity and the firstName of the source and the target resources has an 82% of Qgrams similarity and a 55% of Cosine similarity
levenshtein(x.title, y.director)|0.82 AND qgrams(x.director, y.director)|0.25 AND meta(x.title, y.title)|0.82 AND qgrams(x.title, y.director)|0.25 AND nysiis(x.title, y.title)|0.25	The link will be generated if the resource's title of the source and the resource's director of the target has an 82% of Levenshtein similarity and the director of the source and the target resources has a 25% of Qgrams similarity and the title of the source and the target resources has an 82% of Meta similarity and the resource's title of the source and the resource's director of the target has a 25% of Qgrams similarity and the resource's director of the source and the resource's title of the target has a 25% of Meta similarity and the title of the source and the target resources has an 82% of Qgrams similarity and the resource's title of the source and the resource's iis(x.title,y.title of the target has a 25% of Nysiis similarity
jaccard(x.title, y.description)|0.45 AND (matchrating(x.title, y.description)|0.55 OR jaroWinkler(x.description, y.description)|0.45 OR daitchmokotoff(x.title, y.description)|0.55) AND matchrating(x.description, y.description)|0.55	The link will be generated if the resource's title of the source and the resource's description of the target has a 45% of Jaccard similarity and a 55% of Matchrating similarity and the description of the source and the target resources has a 45% of Jarowinkler similarity and the resource's title of the source and the resource's description of the target has a 55% of Daitchmokotoff similarity and the description of the source and the target resources has a 55% of Matchrating similarity
cosine(x.givenName, y.label)|0.82 AND (qgrams(x.givenName, y.label)|0.25 OR overlap(x.label, y.label)|0.82) OR daitchmokotoff(x.givenName, y.label)|0.25 OR qgrams(x.label, y.label)|0.25	The link will be generated if the resource's givenName of the source and the resource's label of the target has an 82% of Cosine similarity and a 25% of Qgrams similarity and the label of the source and the target resources has an 82% of Overlap similarity or the resource's givenName of the source and the resource's label of the target has a 25% of Daitchmokotoff similarity or the label of the source and the target resources has a 25% of Qgrams similarity
jaccard(x.firstName, y.movie)|0.45 AND qgrams(x.firstName, y.movie)|0.25 OR mongeElkan(x.movie, y.movie)|0.45 AND soundex(x.firstName, y.movie)|0.25 OR qgrams(x.movie, y.movie)|0.25	The link will be generated if the resource's firstName of the source and the resource's movie of the target has a 45% of Jaccard similarity or a 25% of Qgrams similarity or the movie of the source and the target resources has a 45% of Mongeelkan similarity and the resource's x.firstName of the source and the resource's movie of the target has a 25% of Soundex similarity and the movie of the source and the target resources has a 25% of Qgrams similarity
Koeln(x.givenName, y.streetname)|0.0 AND qgrams(x.streetname, y.streetname)|0.25 AND doublemeta(x.givenName, y.givenName)|0.0 AND qgrams(x.givenName, y.streetname)|0.25 AND doublemeta(x.streetname, y.givenName)|0.25 AND qgrams(x.givenName, y.givenName)|0.0 AND jaccard(x.givenName, y.givenName)|0.25	The link will be generated if the resource's givenName of the source and the resource's streetname of the target has a complete mismatch of Koeln similarity and the streetname of the source and the target resources has a 25% of Qgrams similarity and the givenName of the source and the target resources has a complete mismatch of Doublemeta similarity and the resource's givenName of the source and the resource's streetname of the target has a 25% of Qgrams similarity and the resource's streetname of the source and the resource's givenName of the target has a 25% of Doublemeta similarity and the givenName of the source and the target resources has a complete mismatch of Qgrams similarity and a 25% of Jaccard similarity
doublemeta(x.givenName, y.givenName)|0.82 AND (mongeElkan(x.director, y.director)|1.0 OR jaccard(x.director, y.director)|1.0) AND doublemeta(x.director, y.givenName)|0.82 OR mongeElkan(x.director, y.givenName)|0.82 OR doublemeta(x.givenName, y.director)|1.0	The link will be generated if the givenName of the source and the target resources has an 82% of Doublemeta similarity or the director of the source and the target resources has an exact match of Mongeelkan similarity or an exact match of Jaccard similarity and the resource's director of the source and the resource's givenName of the target has an 82% of Doublemeta similarity or an 82% of Mongeelkan similarity or the resource's givenName of the source and the resource's director of the target has an exact match of Doublemeta similarity
soundex(x.givenName, y.givenName)|0.45 AND (OR(overlap(x.givenName, y.product)|1.0 AND nysiis(x.givenName, y.givenName)|0.45) OR overlap(x.givenName, y.givenName)|1.0)|0.45 OR overlap(x.givenName, y.givenName)|1.0	The link will be generated if the resource's x.givenName of the source and the resource's givenName of the target has a 45% of Soundex similarity or the resource's givenName of the source and the resource's product of the target has an exact match of Overlap similarity or the resource's givenName of the source and the resource's iis(x.givenName,y.givenName of the target has a 45% of Nysiis similarity or the givenName of the source and the target resources has an exact match of Overlap similarity or an exact match of Overlap similarity
Koeln(x.firstName, y.authors)|0.0 AND (qgrams(x.authors, y.authors)|0.25 OR meta(x.firstName, y.firstName)|0.0 OR qgrams(x.firstName, y.authors)|0.25) OR meta(x.authors, y.firstName)|0.25 OR (qgrams(x.firstName, y.firstName)|0.0 OR jaccard(x.firstName, y.firstName)|0.25)	The link will be generated if the resource's firstName of the source and the resource's author of the target has a complete mismatch of Koeln similarity or the author of the source and the target resources has a 25% of Qgrams similarity or the firstName of the source and the target resources has a complete mismatch of Meta similarity or the resource's firstName of the source and the resource's author of the target has a 25% of Qgrams similarity or the resource's author of the source and the resource's firstName of the target has a 25% of Meta similarity or the firstName of the source and the target resources has a complete mismatch of Qgrams similarity or a 25% of Jaccard similarity
